lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-0.01,0.37,-0.23,-1.8125,-16.75,5.625,0.6635,0.6518,0.3427,0.1321
-0.11,0.47,-0.21,-2.8125,-19.0625,4.8125,0.6641,0.652,0.3414,0.1315
-0.26,0.54,-0.25,-3.6875,-19.5625,6.625,0.6649,0.6522,0.3398,0.1309
-0.44,0.61,-0.11,-5.875,-16.125,8.75,0.6655,0.6523,0.3384,0.1306
-0.62,0.65,0.05,-8.875,-7.1875,10.25,0.6661,0.6522,0.3373,0.1311
-0.62,0.61,0.01,-11.0,5.25,12.75,0.6664,0.6519,0.3368,0.1324
-0.44,0.53,-0.04,-12.0,16.125,15.125,0.6664,0.6514,0.3367,0.1345
-0.01,0.44,-0.27,-13.0625,21.4375,17.0625,0.6664,0.6509,0.3369,0.137
0.0,0.37,-0.38,-13.125,19.5,18.8125,0.6663,0.6505,0.3367,0.1395
-0.12,0.32,-0.42,-11.9375,11.6875,18.625,0.6664,0.6502,0.3362,0.1415
-0.34,0.2,-0.37,-9.9375,2.5,15.25,0.6667,0.6501,0.3354,0.1428
-0.56,-0.08,-0.42,-7.4375,-2.375,11.6875,0.6671,0.65,0.3345,0.1436
-0.55,-0.25,-0.42,-4.375,-1.625,11.3125,0.6672,0.6501,0.3338,0.1442
-0.48,-0.36,-0.43,-1.875,1.5625,13.625,0.6671,0.6503,0.3331,0.1451
-0.28,-0.51,-0.49,-1.0625,3.625,15.875,0.6669,0.6507,0.3324,0.1463
-0.22,-0.54,-0.49,-2.1875,3.3125,17.125,0.6667,0.651,0.3317,0.1475
-0.21,-0.61,-0.47,-3.3125,2.625,17.3125,0.6666,0.6513,0.3308,0.1487
-0.23,-0.64,-0.44,-4.75,1.6875,16.6875,0.6666,0.6514,0.3299,0.1499
-0.12,-0.62,-0.41,-6.0625,2.4375,16.1875,0.6666,0.6516,0.3291,0.1511
-0.04,-0.59,-0.41,-7.625,3.75,16.375,0.6667,0.6515,0.3283,0.1524
-0.06,-0.56,-0.36,-8.5,4.6875,17.25,0.6669,0.6514,0.3275,0.1539
-0.08,-0.57,-0.38,-8.8125,4.5625,18.125,0.6669,0.6514,0.3267,0.1554
-0.24,-0.53,-0.38,-8.875,3.1875,18.375,0.6671,0.6514,0.3257,0.1569
-0.34,-0.47,-0.47,-9.0625,1.8125,18.9375,0.6673,0.6514,0.3246,0.1583
-0.38,-0.38,-0.43,-9.3125,0.75,20.25,0.6673,0.6515,0.3239,0.1594
-0.55,-0.24,-0.41,-9.75,0.1875,21.6875,0.6673,0.6517,0.3229,0.1605
-0.65,-0.17,-0.45,-9.375,0.4375,22.3125,0.6675,0.6517,0.3216,0.1619
-0.71,-0.11,-0.36,-9.125,1.3125,22.125,0.6677,0.6518,0.3203,0.1635
-0.76,-0.1,-0.41,-9.4375,2.9375,21.6875,0.6678,0.6518,0.3192,0.1652
-0.78,-0.04,-0.49,-9.625,4.25,21.375,0.668,0.6518,0.3181,0.1669
-0.86,0.02,-0.47,-9.8125,5.5625,20.4375,0.668,0.6517,0.3171,0.1686
-0.83,0.09,-0.38,-10.125,6.4375,19.5625,0.6682,0.6516,0.3163,0.1703
-0.89,0.21,-0.32,-10.8125,6.0,18.625,0.6683,0.6514,0.3154,0.172
