lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-0.84,-1.06,3.07,156.125,-28.8125,-159.25,0.3544,0.6818,0.4124,-0.4894
-0.69,-0.66,3.22,148.1875,-28.8125,-155.25,0.3411,0.6794,0.4142,-0.5005
-0.56,-0.34,3.65,141.375,-30.5,-150.6875,0.3411,0.6794,0.4142,-0.5005
-0.31,-0.11,3.36,133.4375,-31.5625,-145.375,0.3284,0.6767,0.416,-0.5111
-0.18,0.02,3.71,126.75,-30.0,-139.4375,0.3045,0.6712,0.4191,-0.5302
0.03,0.08,4.35,118.25,-26.375,-131.3125,0.2936,0.6687,0.4206,-0.5383
0.3,0.11,4.79,108.125,-19.875,-122.0625,0.2835,0.6666,0.4221,-0.5451
1.14,-0.15,4.71,96.8125,-12.8125,-110.5,0.2835,0.6666,0.4221,-0.5451
1.58,0.13,4.31,87.0625,-6.3125,-97.6875,0.2743,0.6649,0.4234,-0.5509
1.64,0.46,4.18,74.375,-2.8125,-85.0625,0.2594,0.6619,0.4258,-0.5597
1.2,0.97,4.3,62.1875,-2.875,-73.6875,0.2535,0.6607,0.427,-0.5629
1.12,1.35,4.78,50.625,-0.5,-64.375,0.2486,0.6597,0.4283,-0.5652
1.1,1.53,5.02,38.0,4.3125,-54.9375,0.2486,0.6597,0.4283,-0.5652
1.37,1.59,4.91,26.1875,9.0625,-46.0625,0.2446,0.6591,0.4298,-0.5666
1.42,1.73,4.92,14.125,11.5,-36.375,0.2399,0.6582,0.4329,-0.5673
1.48,1.94,4.93,3.0625,10.9375,-26.3125,0.2391,0.6578,0.4344,-0.5669
1.52,2.29,5.19,-7.125,8.0,-17.625,0.2393,0.6573,0.4358,-0.5664
1.42,2.84,5.08,-15.125,3.3125,-10.25,0.2393,0.6573,0.4358,-0.5664
1.12,2.96,4.98,-23.875,0.0,-2.4375,0.2405,0.6567,0.4371,-0.5656
1.19,3.18,4.75,-31.625,-0.375,0.125,0.2446,0.6553,0.4402,-0.563
0.95,3.47,4.16,-37.9375,-1.6875,2.0,0.2474,0.6545,0.442,-0.5613
0.45,3.55,4.36,-45.0,-1.4375,6.125,0.2505,0.6539,0.444,-0.559
0.28,3.6,4.45,-51.8125,3.375,9.4375,0.2505,0.6539,0.444,-0.559
0.29,3.56,4.64,-59.375,10.0625,13.1875,0.2541,0.6536,0.4463,-0.5559
0.56,3.9,4.45,-66.6875,14.625,15.0625,0.262,0.6531,0.4518,-0.5484
0.67,3.96,4.32,-71.875,14.875,14.1875,0.2663,0.6524,0.4548,-0.5446
0.65,3.97,4.05,-75.125,11.125,12.1875,0.2706,0.6511,0.4582,-0.5411
0.52,3.98,4.07,-77.75,5.5625,6.25,0.2706,0.6511,0.4582,-0.5411
0.72,3.91,4.39,-79.5,-0.3125,1.0,0.275,0.6494,0.4617,-0.538
0.33,3.82,3.92,-82.5625,-3.5,-9.75,0.2838,0.6443,0.4702,-0.5322
0.23,3.83,3.42,-87.125,-3.5,-8.125,0.2886,0.6417,0.4749,-0.5286
0.33,3.9,3.59,-94.5,0.375,-8.125,0.2935,0.6389,0.48,-0.5245
0.37,3.87,3.37,-102.0,3.3125,-10.0,0.2935,0.6389,0.48,-0.5245
0.41,3.89,2.97,-109.625,5.25,-10.5625,0.2987,0.636,0.4856,-0.5201
0.56,4.05,2.61,-116.0625,8.3125,-12.1875,0.3096,0.6296,0.4978,-0.5099
0.7,4.16,2.57,-121.8125,9.8125,-13.8125,0.3151,0.626,0.5043,-0.5045
0.73,4.25,2.69,-125.8125,9.0625,-16.125,0.3209,0.6219,0.5109,-0.4992
0.62,4.55,2.83,-129.25,5.4375,-19.125,0.3209,0.6219,0.5109,-0.4992
0.63,4.68,2.43,-132.6875,0.4375,-21.4375,0.327,0.6174,0.5176,-0.494
0.58,4.85,1.77,-135.5625,-1.375,-22.8125,0.3392,0.6075,0.5313,-0.4833
0.75,5.02,1.23,-137.9375,-0.625,-24.375,0.3453,0.6022,0.5384,-0.4777
0.85,5.03,1.19,-140.5,-0.5625,-26.3125,0.3516,0.5966,0.5455,-0.4722
0.74,5.14,1.11,-143.0625,-3.1875,-28.9375,0.3516,0.5966,0.5455,-0.4722
0.57,5.13,0.87,-145.9375,-7.9375,-33.0625,0.358,0.5903,0.5527,-0.4668
0.15,4.93,0.49,-150.0,-11.75,-39.0,0.371,0.5759,0.568,-0.4562
-0.02,4.83,0.09,-156.125,-13.25,-45.125,0.3773,0.5679,0.5765,-0.4504
-0.08,4.87,-0.84,-163.6875,-9.25,-52.8125,0.3831,0.5593,0.5859,-0.444
-0.54,4.95,-1.27,-170.5,-0.125,-61.9375,0.3831,0.5593,0.5859,-0.444
-0.63,4.86,-1.11,-178.1875,9.75,-71.125,0.3882,0.5504,0.5962,-0.437
-0.58,4.93,-0.8,-186.875,18.1875,-81.125,0.3972,0.5304,0.6194,-0.421
-0.47,5.12,-0.36,-195.3125,26.1875,-91.1875,0.4008,0.5194,0.6321,-0.4122
-0.75,5.65,0.5,-202.625,34.0,-101.5625,0.4036,0.5078,0.6454,-0.4034
0.28,5.46,-0.89,-203.8125,39.4375,-113.25,0.4036,0.5078,0.6454,-0.4034
13.54,11.4,-28.13,-115.25,40.8125,-104.8125,0.4027,0.4995,0.6552,-0.3989
-1.5,8.37,-14.15,-45.4375,40.375,12.3125,0.4033,0.4916,0.6608,-0.3987
-3.23,8.67,-6.03,-23.3125,-54.5,-103.625,0.4026,0.4805,0.6648,-0.4063
