lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-1.82,1.55,0.03,-61.75,66.6875,-42.8125,0.3843,0.3955,0.7253,-0.412
-1.44,0.85,0.47,-64.75,69.6875,-40.8125,0.3808,0.3933,0.7312,-0.407
-1.89,0.45,0.1,-70.125,71.9375,-43.25,0.3772,0.3908,0.7373,-0.4017
-1.82,-0.19,-0.15,-74.625,78.0625,-44.6875,0.3732,0.3883,0.7438,-0.3959
-0.25,-1.84,-0.85,-78.4375,74.25,-47.125,0.3696,0.3853,0.7502,-0.39
-0.39,-2.45,-0.18,-85.125,58.375,-46.6875,0.3671,0.3816,0.7563,-0.3841
-0.19,-2.79,0.86,-93.625,34.4375,-47.0625,0.3663,0.3768,0.762,-0.3785
0.73,-3.21,2.9,-101.1875,13.6875,-48.875,0.3671,0.371,0.7672,-0.373
0.34,-3.35,4.43,-108.8125,0.375,-48.3125,0.369,0.3644,0.772,-0.3674
-0.95,-3.49,5.41,-114.625,-7.75,-49.4375,0.3715,0.3574,0.7769,-0.3618
-2.51,-3.32,5.21,-125.125,-15.625,-53.9375,0.3746,0.3494,0.7817,-0.3557
-3.17,-2.32,3.71,-137.25,-11.75,-61.1875,0.3776,0.3406,0.7872,-0.3489
-2.42,-2.09,2.81,-144.3125,12.0625,-67.0,0.3789,0.3319,0.7938,-0.341
-0.94,-1.92,1.82,-145.375,39.375,-71.8125,0.3782,0.3235,0.8011,-0.3324
1.71,-2.41,-0.01,-142.625,56.5625,-71.625,0.3762,0.3157,0.8088,-0.3235
2.61,-2.27,-1.13,-139.3125,57.25,-68.75,0.3741,0.3081,0.8162,-0.3146
2.32,-2.27,-2.13,-135.4375,44.0,-63.875,0.3729,0.3005,0.8228,-0.3061
0.99,-2.35,-3.71,-130.4375,35.25,-58.8125,0.3722,0.2932,0.8287,-0.298
0.89,-2.41,-3.65,-122.625,32.6875,-59.5,0.3714,0.286,0.8342,-0.2904
