lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1.56,10.82,4.26,247.125,75.0,-302.625,-0.4885,0.4965,-0.6376,0.3292
2.22,10.12,4.38,247.125,75.0,-302.625,-0.487,0.5004,-0.6213,0.3557
2.23,9.89,4.22,232.0,58.125,-285.3125,-0.487,0.5004,-0.6213,0.3557
2.22,9.51,4.08,215.75,37.8125,-266.0,-0.4859,0.5041,-0.6049,0.3794
2.17,9.2,4.1,197.875,17.875,-247.5,-0.4851,0.5118,-0.5724,0.4185
2.06,8.51,3.8,179.375,-0.5,-229.6875,-0.4852,0.5157,-0.5569,0.4341
1.88,8.18,3.42,161.0625,-14.625,-210.0,-0.4852,0.5194,-0.5425,0.4478
1.74,7.75,3.14,142.6875,-17.8125,-190.75,-0.4852,0.5194,-0.5425,0.4478
1.58,7.15,2.7,123.125,-11.3125,-172.4375,-0.4845,0.5226,-0.5297,0.4599
1.41,6.86,2.71,103.4375,-2.4375,-153.5625,-0.4811,0.5275,-0.5096,0.4802
1.4,6.61,2.94,84.625,6.4375,-136.1875,-0.4788,0.5293,-0.502,0.4885
1.68,6.08,2.96,68.375,11.6875,-119.25,-0.4766,0.5311,-0.4954,0.4954
1.49,5.85,2.84,54.75,8.375,-104.0625,-0.4766,0.5311,-0.4954,0.4954
1.33,5.56,2.57,44.125,-2.3125,-89.9375,-0.4749,0.5332,-0.4893,0.5007
1.14,5.32,2.25,35.25,-14.8125,-76.1875,-0.4735,0.5381,-0.4787,0.507
0.81,4.8,1.66,28.0,-26.5,-62.9375,-0.4738,0.5408,-0.4741,0.5082
0.75,4.37,1.59,22.1875,-35.6875,-50.0625,-0.4747,0.5434,-0.4698,0.5085
0.69,3.84,1.52,17.875,-43.0625,-37.75,-0.4747,0.5434,-0.4698,0.5085
0.63,3.11,1.59,15.1875,-48.0,-26.4375,-0.4762,0.5459,-0.466,0.508
0.7,2.96,1.24,13.3125,-47.25,-17.0625,-0.4799,0.5497,-0.4601,0.5057
