lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-2.43,1.5,-0.16,-57.5,-81.5625,-158.3125,-0.1232,0.4495,0.8337,-0.2961
-2.43,1.5,-0.16,-58.8125,-76.3125,-154.25,-0.1194,0.4373,0.8417,-0.2933
-1.41,2.2,-0.07,-60.75,-69.4375,-148.375,-0.1159,0.4256,0.8493,-0.29
-0.89,2.47,0.07,-63.75,-64.75,-139.6875,-0.1124,0.4146,0.8564,-0.2863
-0.79,2.71,0.13,-65.3125,-62.5625,-129.0625,-0.1086,0.4043,0.8631,-0.2825
-0.86,3.05,0.0,-65.3125,-62.5625,-129.0625,-0.1051,0.3948,0.8692,-0.2785
-0.75,3.51,-1.15,-66.4375,-56.9375,-120.5,-0.1025,0.386,0.8749,-0.2739
-1.43,3.37,-1.87,-69.0,-24.9375,-108.9375,-0.101,0.378,0.8802,-0.2686
-1.45,3.72,-2.37,-67.8125,-16.0625,-103.3125,-0.0999,0.3705,0.8851,-0.2632
-1.21,3.92,-2.54,-62.6875,-10.25,-96.5625,-0.0993,0.3636,0.8896,-0.258
-0.42,4.4,-2.19,-55.875,-7.75,-88.5,-0.0989,0.3572,0.8936,-0.2532
-0.3,4.33,-1.73,-49.4375,-9.0625,-79.5625,-0.0984,0.3514,0.8971,-0.2491
-0.23,4.19,-1.28,-44.1875,-12.75,-68.875,-0.0977,0.3463,0.9001,-0.2456
-0.48,3.9,-1.09,-39.4375,-16.1875,-58.875,-0.0965,0.3418,0.9028,-0.2426
-0.87,3.8,-1.3,-35.75,-17.0625,-49.6875,-0.0952,0.338,0.9051,-0.2399
-1.39,3.55,-1.38,-35.75,-17.0625,-49.6875,-0.0941,0.3348,0.907,-0.2375
-1.98,3.18,-1.49,-32.5,-12.4375,-40.8125,-0.0933,0.3323,0.9086,-0.2352
-1.76,2.4,-1.41,-25.0,-8.9375,-27.375,-0.0925,0.3302,0.91,-0.2333
-1.47,1.86,-1.13,-18.1875,-14.9375,-22.4375,-0.0912,0.3283,0.9111,-0.2321
-1.15,1.36,-0.86,-12.125,-22.125,-18.9375,-0.0896,0.3265,0.912,-0.2316
-0.51,0.89,-0.64,-12.125,-22.125,-18.9375,-0.0875,0.3246,0.9128,-0.2318
-0.71,0.6,-0.97,-3.375,-35.5,-19.4375,-0.0851,0.3224,0.9137,-0.2324
-1.24,0.31,-0.67,-4.1875,-41.6875,-14.9375,-0.082,0.3205,0.9145,-0.233
-1.69,0.39,-0.29,-4.625,-46.4375,-14.1875,-0.0786,0.3185,0.9153,-0.2338
-1.55,-0.13,0.58,-5.625,-51.0,-19.1875,-0.0749,0.316,0.9162,-0.2346
-1.08,-0.52,1.04,-5.625,-51.0,-19.1875,-0.0707,0.3134,0.9172,-0.2356
-0.74,-0.78,1.09,-6.0,-57.9375,-20.625,-0.0661,0.3104,0.9183,-0.2366
-0.75,-0.83,0.85,-6.125,-62.0,-29.3125,-0.0617,0.3069,0.9196,-0.2375
-1.24,-0.68,0.83,-4.8125,-67.8125,-35.375,-0.057,0.3028,0.9209,-0.2388
-0.78,-0.77,1.29,-0.1875,-79.8125,-41.1875,-0.0516,0.298,0.9223,-0.2406
-0.22,-1.15,1.74,-0.1875,-79.8125,-41.1875,-0.0455,0.2921,0.9238,-0.2433
0.02,-2.27,1.83,7.5625,-94.625,-49.5,-0.0388,0.2853,0.9254,-0.2467
-0.3,-2.67,2.09,11.5625,-101.25,-65.5,-0.0326,0.278,0.9269,-0.2499
-0.42,-2.79,2.22,3.375,-86.5625,-68.375,-0.0273,0.2708,0.9286,-0.252
-0.57,-2.81,2.28,-5.1875,-68.9375,-77.5625,-0.0234,0.2632,0.9307,-0.2529
0.16,-2.21,2.41,-5.1875,-68.9375,-77.5625,-0.02,0.2534,0.9333,-0.2535
0.09,-2.18,2.51,-7.5625,-61.125,-89.75,-0.0168,0.2442,0.9356,-0.2545
-0.1,-2.24,2.76,2.0,-77.1875,-106.5625,-0.013,0.2341,0.9378,-0.2561
-0.23,-2.96,3.27,6.625,-85.6875,-114.5625,-0.0089,0.2231,0.9399,-0.2582
-0.46,-3.53,3.23,8.1875,-91.875,-123.0625,-0.0044,0.2114,0.9421,-0.2604
-0.89,-3.88,3.14,8.1875,-91.875,-123.0625,-0.0044,0.2114,0.9421,-0.2604
-1.29,-4.1,3.01,8.25,-100.1875,-133.5625,0.0007,0.1978,0.9443,-0.2628
-2.21,-4.75,2.66,3.125,-97.8125,-156.875,0.0098,0.1693,0.9487,-0.2668
-2.37,-4.99,2.72,-2.75,-94.0,-165.75,0.0136,0.1538,0.9509,-0.2681
-2.87,-5.15,2.73,-7.3125,-94.625,-172.5,0.0175,0.1378,0.9531,-0.2689
-4.58,-5.4,3.26,-7.3125,-94.625,-172.5,0.0212,0.121,0.9552,-0.2693
-5.54,-5.57,3.74,-10.875,-96.375,-181.1875,0.0251,0.103,0.9572,-0.2695
-5.82,-5.67,4.23,-19.5625,-107.625,-206.25,0.0293,0.0839,0.959,-0.2692
-5.91,-5.81,4.39,-26.25,-111.0,-220.25,0.0334,0.0634,0.9606,-0.2684
-5.93,-5.1,4.04,-35.1875,-113.0625,-234.4375,0.0375,0.0417,0.9622,-0.2667
-5.84,-4.24,3.49,-35.1875,-113.0625,-234.4375,0.0412,0.019,0.9634,-0.2642
-6.3,-3.37,2.86,-45.125,-112.25,-246.0,0.0449,-0.0044,0.9643,-0.2609
-7.1,-2.63,2.27,-56.5,-120.3125,-261.625,0.0488,-0.0286,0.9647,-0.2571
-7.5,-1.28,1.53,-60.625,-126.75,-263.5625,0.0533,-0.053,0.9645,-0.2529
-7.69,-0.58,1.53,-64.625,-131.875,-260.25,0.0582,-0.0773,0.9639,-0.2482
-7.78,0.18,1.49,-64.625,-131.875,-260.25,0.0582,-0.0773,0.9639,-0.2482
-7.59,2.08,0.89,-68.5,-139.125,-256.25,0.0695,-0.1252,0.9609,-0.237
-7.4,3.38,0.53,-77.875,-148.6875,-244.5,0.0758,-0.1485,0.9587,-0.2305
-7.09,4.63,-0.09,-81.25,-152.625,-229.8125,0.0826,-0.1705,0.9561,-0.2233
-7.16,5.53,-0.47,-80.5625,-156.625,-218.5,0.09,-0.1917,0.9531,-0.2161
-6.16,6.97,-0.46,-80.5625,-156.625,-218.5,0.0981,-0.212,0.9496,-0.2089
-5.32,7.09,-0.71,-75.375,-163.5,-210.1875,0.107,-0.2318,0.9456,-0.2021
-4.47,7.11,-1.13,-60.3125,-172.3125,-190.9375,0.1163,-0.2504,0.941,-0.1956
-3.48,7.16,-2.42,-58.8125,-165.1875,-179.75,0.1252,-0.2679,0.9363,-0.1891
-3.16,7.74,-3.05,-60.875,-152.8125,-167.0,0.1332,-0.2842,0.9318,-0.1826
-2.56,8.42,-3.58,-60.875,-152.8125,-167.0,0.1403,-0.2986,0.9275,-0.1757
-1.87,9.11,-4.06,-65.1875,-138.875,-147.375,0.1464,-0.311,0.9238,-0.1687
-1.41,10.6,-4.34,-67.8125,-109.8125,-106.8125,0.1517,-0.3217,0.9205,-0.1619
-0.83,11.09,-4.37,-63.875,-94.875,-86.75,0.1561,-0.3306,0.9177,-0.1554
-0.16,11.41,-4.56,-56.125,-81.1875,-68.0625,0.1599,-0.3376,0.9155,-0.1497
0.71,11.61,-5.03,-56.125,-81.1875,-68.0625,0.1599,-0.3376,0.9155,-0.1497
0.94,11.41,-5.27,-44.75,-71.5,-52.1875,0.1669,-0.3472,0.912,-0.1411
1.14,11.09,-5.6,-18.9375,-52.4375,-19.5,0.1702,-0.3495,0.9109,-0.1384
1.08,10.67,-5.94,-6.8125,-41.875,-0.625,0.1732,-0.3502,0.9103,-0.1366
0.81,9.81,-6.19,4.8125,-33.3125,21.8125,0.1761,-0.3488,0.9104,-0.1357
0.54,9.24,-6.28,4.8125,-33.3125,21.8125,0.1761,-0.3488,0.9104,-0.1357
-0.01,8.83,-6.45,17.125,-23.75,44.5,0.179,-0.3454,0.9112,-0.1356
-0.77,8.49,-6.49,43.625,-4.375,86.1875,0.1843,-0.3328,0.9144,-0.1384
-2.23,7.62,-5.99,58.125,6.125,104.9375,0.1867,-0.3237,0.9167,-0.1414
-2.9,7.26,-5.81,71.3125,18.4375,122.0625,0.1887,-0.3129,0.9194,-0.1455
-3.59,7.05,-5.75,71.3125,18.4375,122.0625,0.1887,-0.3129,0.9194,-0.1455
-4.32,7.05,-4.75,82.8125,30.0,138.0625,0.1902,-0.3004,0.9225,-0.1505
-4.53,6.8,-4.28,106.0625,44.5625,168.25,0.1928,-0.2709,0.9289,-0.163
-4.93,6.46,-3.65,116.4375,47.0625,179.875,0.1942,-0.2542,0.9321,-0.1702
-5.43,6.24,-2.95,124.9375,48.1875,190.0625,0.1958,-0.2364,0.9349,-0.1779
-5.69,5.45,-1.45,124.9375,48.1875,190.0625,0.1958,-0.2364,0.9349,-0.1779
-5.6,4.97,-1.08,132.0625,49.375,197.8125,0.1974,-0.2178,0.9375,-0.186
-5.83,4.47,-0.71,143.9375,53.8125,204.6875,0.2006,-0.179,0.9415,-0.2034
-6.28,3.42,0.23,148.125,57.0625,205.3125,0.2017,-0.1591,0.9428,-0.2125
-6.7,2.68,0.56,149.1875,64.375,208.5625,0.2023,-0.1387,0.9438,-0.2216
-7.16,1.97,0.9,149.1875,64.375,208.5625,0.2023,-0.1387,0.9438,-0.2216
-7.38,1.44,1.54,146.0625,75.4375,212.8125,0.202,-0.1179,0.9446,-0.2305
-7.17,0.7,2.57,139.0625,88.125,219.6875,0.198,-0.0737,0.946,-0.246
-7.09,0.61,2.75,131.375,101.9375,227.3125,0.1943,-0.0507,0.9465,-0.2527
-6.94,0.7,2.71,124.25,115.125,231.8125,0.1896,-0.0274,0.9467,-0.2589
-7.01,0.93,2.95,118.9375,126.125,233.5625,0.1896,-0.0274,0.9467,-0.2589
-7.14,1.14,3.6,115.625,135.375,235.1875,0.1842,-0.0038,0.9466,-0.2645
-7.26,0.97,3.94,114.4375,142.625,237.0625,0.1716,0.0442,0.9449,-0.2753
-7.01,0.75,4.26,115.5625,145.25,238.125,0.1652,0.0683,0.943,-0.2809
-6.61,0.28,4.56,121.0,144.375,238.0,0.1588,0.0923,0.9402,-0.2869
-6.68,-0.08,4.61,127.9375,141.0,237.25,0.1588,0.0923,0.9402,-0.2869
-6.65,-0.16,4.81,131.4375,136.8125,242.0,0.1526,0.1165,0.9366,-0.2929
-6.83,0.05,4.91,134.6875,135.4375,249.25,0.1409,0.1666,0.927,-0.3052
-7.01,0.3,5.45,142.0,134.3125,256.25,0.1349,0.1914,0.9208,-0.312
