lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-2.18,-0.09,-1.48,-12.5,26.6875,-39.1875,-0.317,0.0172,-0.7407,-0.5921
-2.31,0.01,-1.4,-11.0,30.9375,-44.375,-0.3173,0.0217,-0.7408,-0.5916
-2.18,0.15,-1.46,-9.25,35.5,-50.5625,-0.3163,0.0286,-0.7412,-0.5914
-2.25,0.19,-1.73,-6.25,41.8125,-55.75,-0.3165,0.0343,-0.7418,-0.5902
-2.52,0.37,-1.7,-2.0625,47.875,-63.625,-0.3166,0.0407,-0.7428,-0.5885
-2.39,0.43,-1.58,2.1875,50.6875,-72.0,-0.317,0.0477,-0.744,-0.5862
-2.32,0.47,-1.56,7.375,52.4375,-78.5,-0.3176,0.0551,-0.7455,-0.5834
-2.14,0.47,-1.65,13.8125,53.0,-84.5,-0.3183,0.0628,-0.7471,-0.5801
-1.9,0.51,-1.78,19.875,49.6875,-90.5,-0.3197,0.0704,-0.7489,-0.5761
-1.79,0.58,-1.84,24.375,44.375,-95.8125,-0.3217,0.078,-0.7507,-0.5717
-1.89,0.67,-2.18,28.3125,37.5625,-101.125,-0.3243,0.0854,-0.7524,-0.5669
-2.14,0.75,-2.24,31.75,31.5625,-106.1875,-0.3276,0.0928,-0.754,-0.5617
-2.41,0.86,-2.15,35.25,29.25,-111.0625,-0.3311,0.1006,-0.7555,-0.5563
-2.58,1.01,-2.06,37.875,31.5625,-116.9375,-0.3348,0.1085,-0.7571,-0.5503
-3.44,1.04,-2.11,41.25,42.9375,-122.625,-0.3382,0.1172,-0.7591,-0.5438
-3.7,1.26,-2.04,46.1875,61.5,-128.9375,-0.3406,0.127,-0.7617,-0.5364
-3.57,1.56,-1.9,51.75,80.4375,-135.5,-0.3421,0.1378,-0.7648,-0.5283
-3.51,1.81,-2.21,57.875,97.375,-139.125,-0.3428,0.1492,-0.7685,-0.5192
-3.39,2.08,-2.24,65.25,110.6875,-144.0,-0.3427,0.1615,-0.7726,-0.5093
-3.2,2.37,-2.33,74.5,117.6875,-152.0,-0.3425,0.1743,-0.7771,-0.4984
-3.44,2.42,-2.62,84.75,120.125,-160.4375,-0.3426,0.1874,-0.7816,-0.4864
-3.47,2.51,-2.53,95.25,120.75,-169.9375,-0.343,0.2008,-0.7862,-0.4731
-3.45,2.5,-2.45,105.9375,118.3125,-178.4375,-0.3441,0.2143,-0.7907,-0.4589
-3.63,2.42,-2.46,115.3125,117.1875,-184.9375,-0.3454,0.2278,-0.795,-0.4435
-3.71,2.19,-2.57,121.125,118.9375,-189.5625,-0.3467,0.2413,-0.7992,-0.4275
-3.42,2.23,-2.67,125.625,124.375,-191.1875,-0.3477,0.255,-0.8033,-0.4108
-3.36,2.18,-2.86,130.625,134.5,-191.0625,-0.348,0.2687,-0.8075,-0.3933
-3.79,1.9,-3.35,135.375,150.125,-192.5,-0.3471,0.2828,-0.8118,-0.3749
-4.14,2.04,-3.29,139.625,171.0,-195.5,-0.3448,0.2974,-0.8163,-0.3554
-4.17,2.39,-3.02,145.3125,196.75,-198.8125,-0.3408,0.3127,-0.8211,-0.3345
-3.67,2.72,-2.73,155.0625,219.3125,-200.0625,-0.3351,0.3282,-0.8262,-0.3121
-2.19,2.34,-2.74,169.75,233.125,-197.875,-0.3287,0.3432,-0.8314,-0.288
-1.84,2.2,-2.82,187.375,235.1875,-195.5625,-0.3221,0.3573,-0.8364,-0.2625
-1.77,2.1,-2.77,202.6875,223.9375,-195.0,-0.3167,0.3704,-0.8408,-0.236
-1.04,1.41,-3.24,215.0625,202.1875,-196.875,-0.3128,0.3824,-0.8439,-0.209
-1.43,1.3,-3.5,223.375,184.25,-199.25,-0.3102,0.3938,-0.8459,-0.1818
-2.42,1.31,-3.65,225.1875,174.1875,-201.9375,-0.3083,0.4048,-0.8469,-0.1546
