lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
3.32,1.84,3.57,23.8125,3.8125,-91.9375,0.326,-0.9316,0.1568,0.0362
2.25,1.1,3.55,23.25,14.6875,-94.5,0.3293,-0.9329,0.1436,0.0268
3.34,0.7,4.3,19.625,32.4375,-91.625,0.3297,-0.9335,0.139,0.0207
4.55,-0.14,4.94,10.75,49.375,-75.25,0.3286,-0.9345,0.1361,0.0148
5.76,-0.15,5.01,-7.3125,55.25,-56.625,0.3286,-0.9345,0.1361,0.0148
6.01,0.36,4.55,-28.875,42.5,-36.1875,0.3259,-0.9357,0.1344,0.0108
5.99,0.67,3.84,-43.75,18.0,-16.75,0.3183,-0.9386,0.1327,0.0098
5.07,0.9,3.04,-49.4375,-1.3125,-9.25,0.3147,-0.94,0.1313,0.0101
1.6,0.77,1.0,-45.75,-1.8125,-15.9375,0.3118,-0.9412,0.1296,0.0079
0.67,0.59,0.3,-33.5625,21.75,-28.9375,0.3118,-0.9412,0.1296,0.0079
1.16,0.05,-0.14,-19.25,54.875,-31.625,0.3097,-0.9421,0.1285,0.0029
3.44,-0.3,-0.86,-11.25,82.5625,-24.75,0.3057,-0.9431,0.1304,-0.0112
4.41,0.0,-0.74,-15.75,88.0625,-7.0,0.3029,-0.9434,0.1339,-0.0162
4.31,0.6,-0.8,-24.875,73.1875,19.0625,0.3002,-0.9436,0.1384,-0.0193
-0.6,2.34,1.79,-26.9375,55.1875,38.375,0.3002,-0.9436,0.1384,-0.0193
-15.64,4.48,14.54,-27.75,44.875,41.875,0.2975,-0.9437,0.1429,-0.0215
-29.05,14.08,5.67,-156.6875,75.4375,3.6875,0.2548,-0.9542,0.1522,-0.037
-30.43,23.95,-15.53,-334.5,199.625,18.0625,0.2489,-0.9526,0.1689,-0.0446
16.72,10.34,-5.11,-55.0625,146.8125,166.0625,0.2643,-0.9458,0.1835,-0.0442
8.0,-3.78,1.95,186.3125,11.5,187.1875,0.2643,-0.9458,0.1835,-0.0442
-2.02,-2.06,1.81,186.5,-78.9375,-104.375,0.28,-0.9434,0.1727,-0.0431
-3.29,-3.39,-0.82,166.125,3.625,-173.875,0.2984,-0.9404,0.1546,-0.0521
2.04,-5.14,0.07,76.4375,1.4375,-42.3125,0.2994,-0.9401,0.1567,-0.0458
-2.43,-0.15,0.36,-0.875,-64.125,47.5,0.2985,-0.9399,0.1604,-0.0403
-6.04,4.33,1.8,-21.3125,-46.5625,59.75,0.2985,-0.9399,0.1604,-0.0403
-3.0,3.07,2.01,-17.0,17.0,35.375,0.2971,-0.9398,0.1637,-0.0405
-0.87,1.1,2.0,-0.9375,24.875,24.4375,0.2969,-0.9392,0.1678,-0.0396
-0.66,0.29,2.17,-2.5625,-19.75,25.5625,0.2966,-0.9393,0.1692,-0.0346
-2.04,1.27,1.64,-13.8125,-50.25,32.625,0.2957,-0.9395,0.1707,-0.0295
-2.33,1.87,0.98,-22.375,-49.25,33.25,0.2957,-0.9395,0.1707,-0.0295
-2.39,1.93,0.35,-25.3125,-36.4375,28.8125,0.2943,-0.9398,0.1721,-0.0256
-1.78,1.1,0.28,-26.4375,-27.8125,27.0,0.2907,-0.9404,0.1751,-0.0187
-2.87,0.9,0.1,-29.75,-30.6875,28.0,0.2888,-0.9408,0.1768,-0.0145
-3.18,0.78,-0.19,-31.25,-37.0,31.75,0.2867,-0.941,0.1791,-0.0107
-1.5,0.19,-0.3,-32.4375,-30.375,37.25,0.2867,-0.941,0.1791,-0.0107
-1.41,0.16,-0.3,-36.9375,-25.0,39.8125,0.2842,-0.9413,0.1816,-0.0072
-1.22,0.31,-0.42,-40.75,-25.125,44.9375,0.2784,-0.9419,0.188,0.0003
-0.91,0.57,-0.54,-43.0,-24.5,49.1875,0.2753,-0.9421,0.1915,0.0045
-0.1,0.68,-0.24,-43.875,-28.625,52.4375,0.2724,-0.9421,0.195,0.0092
-0.43,0.77,-0.52,-43.4375,-34.8125,55.0,0.2724,-0.9421,0.195,0.0092
-0.4,0.95,-1.14,-40.5,-37.8125,55.6875,0.2698,-0.9413,0.2026,0.013
0.34,1.12,-1.7,-37.375,-39.1875,57.5,0.2652,-0.9408,0.21,0.0235
0.51,1.16,-1.25,-36.3125,-43.3125,59.0,0.2631,-0.9404,0.2133,0.0294
0.42,1.3,-0.49,-35.4375,-49.6875,57.375,0.2615,-0.9399,0.2164,0.036
0.23,1.3,0.23,-33.0,-60.1875,56.6875,0.2615,-0.9399,0.2164,0.036
0.02,1.16,0.52,-29.1875,-77.25,61.3125,0.2606,-0.938,0.2242,0.0427
0.52,0.86,0.5,-24.5,-92.4375,72.8125,0.2598,-0.9352,0.2323,0.0622
0.38,0.55,0.79,-22.625,-99.0,84.5,0.2589,-0.9335,0.2373,0.0718
-0.98,0.22,1.43,-27.8125,-90.0625,90.75,0.2568,-0.9319,0.2432,0.0795
-1.26,0.26,1.45,-35.125,-61.8125,94.8125,0.2568,-0.9319,0.2432,0.0795
-0.9,0.29,1.42,-43.625,-31.375,100.6875,0.2537,-0.9296,0.2539,0.084
0.75,0.3,1.36,-52.5625,-11.25,110.25,0.2434,-0.9268,0.2707,0.0928
1.53,0.35,1.49,-61.4375,-6.3125,119.4375,0.2374,-0.925,0.2796,0.0984
2.21,0.49,1.81,-68.625,-19.1875,126.1875,0.2318,-0.9229,0.2884,0.1064
2.58,0.62,2.22,-71.9375,-45.6875,132.0625,0.2318,-0.9229,0.2884,0.1064
2.97,1.0,3.12,-72.4375,-81.1875,138.1875,0.2271,-0.9196,0.2988,0.1167
2.81,0.92,3.1,-70.75,-121.1875,145.9375,0.2203,-0.9113,0.3151,0.1474
2.53,0.8,3.0,-67.0,-157.0625,152.6875,0.2185,-0.9057,0.323,0.1662
2.1,0.79,2.85,-61.875,-185.0625,157.625,0.2173,-0.8992,0.3308,0.1863
1.25,0.53,1.79,-57.8125,-203.875,163.4375,0.2173,-0.8992,0.3308,0.1863
