lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-0.83,-1.39,-0.43,61.4375,-20.3125,-33.1875,0.6943,0.6771,0.0401,-0.2406
-0.99,-1.22,-0.5,59.125,-15.8125,-36.6875,0.6904,0.68,0.0406,-0.2436
-1.12,-1.09,-0.48,55.4375,-9.75,-38.3125,0.6866,0.6827,0.0416,-0.2465
-1.37,-0.94,-0.47,51.6875,-5.375,-41.0,0.6866,0.6827,0.0416,-0.2465
-1.51,-0.78,-0.45,47.875,-2.625,-47.25,0.6829,0.6852,0.0432,-0.2496
-1.4,-0.34,-0.56,45.6875,0.6875,-53.9375,0.6751,0.6901,0.048,-0.2563
-1.3,-0.23,-0.5,44.5625,2.5,-60.5625,0.671,0.6924,0.0512,-0.2602
-1.25,-0.19,-0.44,44.5,2.5,-68.4375,0.6666,0.6946,0.0548,-0.265
-1.34,-0.16,-0.45,45.8125,-0.8125,-79.0625,0.6666,0.6946,0.0548,-0.265
-1.84,-0.08,-0.61,48.75,-7.1875,-91.8125,0.6617,0.6967,0.0587,-0.2708
-1.74,0.0,-0.74,52.3125,-15.4375,-104.1875,0.6504,0.7007,0.0668,-0.2856
-1.61,-0.07,-0.82,56.0,-23.25,-113.3125,0.6441,0.7025,0.0709,-0.2944
-1.87,-0.46,-0.86,59.3125,-29.5,-120.75,0.6375,0.7042,0.0751,-0.3036
-1.81,-0.51,-0.78,61.0625,-34.0625,-127.6875,0.6375,0.7042,0.0751,-0.3036
-1.61,-0.39,-0.65,60.5625,-36.3125,-131.875,0.6306,0.7056,0.0795,-0.3133
-1.32,-0.3,-0.62,60.375,-35.9375,-133.375,0.6165,0.7083,0.0884,-0.3325
-1.09,-0.46,-0.63,62.6875,-33.9375,-135.5,0.6088,0.7097,0.0932,-0.342
-0.69,-0.54,-0.62,66.0,-31.0,-137.6875,0.6008,0.7114,0.0981,-0.3512
-0.31,-0.73,-0.58,68.9375,-26.875,-137.3125,0.6008,0.7114,0.0981,-0.3512
0.0,-1.25,-0.52,71.625,-22.875,-135.125,0.5927,0.7131,0.1029,-0.36
0.33,-1.32,-0.53,72.4375,-19.8125,-131.4375,0.5764,0.7168,0.1122,-0.3761
0.61,-1.29,-0.59,71.0625,-15.5625,-125.6875,0.5684,0.7186,0.1167,-0.3832
0.81,-1.15,-0.59,69.0,-10.4375,-119.0625,0.5608,0.7205,0.121,-0.3896
1.22,-0.96,-0.65,66.75,-6.375,-111.5,0.5608,0.7205,0.121,-0.3896
1.52,-0.92,-0.54,65.6875,-3.625,-104.5,0.5533,0.7224,0.125,-0.3954
1.67,-0.93,-0.53,66.6875,-1.625,-99.375,0.5386,0.7263,0.1323,-0.4059
1.72,-0.98,-0.45,66.5625,-0.25,-95.5,0.5316,0.7283,0.1358,-0.4106
1.86,-1.04,-0.43,64.25,1.8125,-90.8125,0.5247,0.7302,0.1392,-0.4148
1.6,-1.04,-0.37,60.875,5.625,-85.25,0.5247,0.7302,0.1392,-0.4148
1.32,-0.94,-0.32,55.5625,10.3125,-81.375,0.5167,0.7326,0.1399,-0.4204
1.04,-0.5,-0.31,48.5,17.6875,-77.5,0.5051,0.7363,0.1478,-0.4252
1.21,-0.22,-0.29,42.6875,26.5625,-72.375,0.4998,0.7384,0.152,-0.4265
1.47,-0.03,-0.26,40.375,34.8125,-67.25,0.4943,0.7408,0.1562,-0.4271
1.72,-0.05,-0.18,41.3125,41.125,-63.4375,0.4943,0.7408,0.1562,-0.4271
1.78,-0.46,-0.23,43.0,44.125,-60.6875,0.4871,0.744,0.1573,-0.4294
1.73,-0.59,-0.15,43.3125,44.5,-58.125,0.4766,0.7492,0.1647,-0.4295
1.82,-0.68,-0.1,41.875,43.25,-52.4375,0.4718,0.7517,0.1678,-0.4292
1.37,-0.92,-0.1,39.9375,42.0625,-44.5,0.4675,0.754,0.1705,-0.4287
1.2,-0.85,0.0,36.75,39.5625,-37.8125,0.4675,0.754,0.1705,-0.4287
1.18,-0.75,0.07,32.6875,37.5625,-31.3125,0.4605,0.7575,0.167,-0.4315
1.16,-0.73,0.17,29.75,36.25,-25.375,0.4541,0.7617,0.1706,-0.4296
1.12,-0.59,0.12,28.1875,34.0625,-21.1875,0.4541,0.7617,0.1706,-0.4296
0.69,-0.59,0.26,26.5,31.0,-19.375,0.4512,0.7635,0.1721,-0.4288
0.21,-0.52,0.39,25.0625,26.5,-20.25,0.4485,0.7651,0.1735,-0.4282
-0.44,-0.38,0.33,24.125,22.1875,-22.75,0.4457,0.7665,0.1749,-0.428
-0.56,-0.26,0.3,24.5,20.0,-25.3125,0.4429,0.7678,0.1764,-0.428
-0.77,-0.23,0.22,26.125,17.625,-28.25,0.44,0.769,0.178,-0.4283
-1.13,-0.22,0.18,28.625,13.25,-32.3125,0.4368,0.77,0.1795,-0.4291
-1.58,-0.2,-0.07,30.8125,7.75,-36.8125,0.4333,0.7709,0.1811,-0.4304
-1.53,-0.19,-0.15,33.6875,2.4375,-40.3125,0.4296,0.7715,0.1826,-0.4322
-1.49,-0.21,-0.16,37.25,-2.5,-43.3125,0.4213,0.7726,0.1852,-0.4373
-1.61,-0.44,-0.13,40.8125,-7.625,-46.125,0.4169,0.7729,0.1863,-0.4406
-1.62,-0.5,-0.21,43.8125,-12.375,-49.5,0.4122,0.7731,0.1875,-0.4442
-1.59,-0.52,-0.26,45.5625,-16.6875,-52.3125,0.4122,0.7731,0.1875,-0.4442
-1.54,-0.5,-0.33,46.875,-19.1875,-55.0625,0.4073,0.7731,0.1887,-0.4481
-1.7,-0.52,-0.51,48.125,-20.3125,-58.1875,0.397,0.7729,0.1914,-0.4564
-1.96,-0.46,-0.66,49.5625,-20.3125,-62.1875,0.3914,0.7728,0.1933,-0.4606
-2.13,-0.33,-0.77,51.0,-17.375,-68.0,0.3851,0.7729,0.1956,-0.4648
