lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-6.0,5.19,0.0,-42.0,184.625,-126.75,-0.5246,-0.6903,0.1782,0.4653
-3.96,6.16,1.31,-33.0625,182.25,-116.75,-0.5246,-0.6976,0.162,0.4603
-4.2,3.82,-0.57,28.6875,171.5625,-144.9375,-0.5195,-0.7074,0.1469,0.4561
-4.09,6.05,0.26,12.0625,170.4375,-216.375,-0.5125,-0.717,0.127,0.4551
-4.84,7.56,-0.23,6.5625,151.0625,-237.25,-0.5044,-0.7255,0.1063,0.4561
-5.68,8.05,-0.45,33.4375,148.125,-248.0,-0.494,-0.7346,0.086,0.4572
-4.22,9.19,0.86,21.0625,172.0,-269.3125,-0.4833,-0.7438,0.0629,0.4574
-2.73,9.69,1.09,22.1875,189.0625,-267.0,-0.4725,-0.7531,0.0392,0.4561
-1.67,10.19,1.29,37.625,192.5625,-271.0,-0.4601,-0.7626,0.0157,0.4543
-1.4,10.37,1.76,45.125,182.875,-287.5625,-0.4462,-0.7715,-0.0081,0.4535
-1.76,10.62,1.95,51.0625,161.1875,-304.75,-0.4309,-0.7791,-0.0321,0.4543
-2.41,10.92,2.04,62.5,135.125,-312.75,-0.4142,-0.7853,-0.0552,0.4568
-2.97,11.19,2.5,79.625,109.875,-315.1875,-0.3961,-0.7905,-0.0768,0.4607
-2.44,10.73,2.94,95.5,84.875,-310.5,-0.377,-0.7947,-0.0966,0.4659
-1.67,10.29,3.02,108.0,64.1875,-297.75,-0.3573,-0.7979,-0.1144,0.4717
-0.81,10.12,3.03,115.1875,49.3125,-288.0625,-0.3375,-0.8003,-0.1306,0.4781
-0.12,9.95,3.11,115.9375,39.125,-285.5,-0.3176,-0.8018,-0.1463,0.4847
0.99,9.34,2.79,113.5625,34.3125,-286.0,-0.2977,-0.8024,-0.1619,0.4913
1.6,9.22,2.82,111.1875,36.1875,-286.125,-0.2776,-0.8026,-0.1776,0.4973
2.06,9.02,2.74,108.9375,41.5,-284.8125,-0.2576,-0.8023,-0.1932,0.5027
3.25,8.44,2.89,105.4375,49.1875,-282.875,-0.2375,-0.8018,-0.2089,0.507
3.98,8.43,3.03,102.0625,56.4375,-276.1875,-0.2177,-0.8011,-0.2242,0.5104
4.77,8.51,3.23,100.4375,60.6875,-264.375,-0.1983,-0.8004,-0.2389,0.5129
5.48,8.55,3.65,99.625,62.0625,-251.125,-0.1794,-0.7994,-0.2525,0.5148
7.4,8.44,4.2,101.4375,61.1875,-237.0,-0.1609,-0.7983,-0.265,0.5163
8.26,8.21,4.27,102.9375,62.5,-215.9375,-0.1431,-0.7975,-0.2758,0.5172
8.94,7.61,4.66,102.875,66.9375,-189.0,-0.1263,-0.7971,-0.2848,0.5173
11.01,6.52,5.54,98.125,70.25,-168.25,-0.1107,-0.7971,-0.2925,0.5166
11.96,6.34,5.85,93.1875,67.4375,-150.25,-0.0961,-0.7971,-0.2992,0.5157
12.5,6.22,5.99,93.625,58.875,-130.875,-0.0826,-0.797,-0.3044,0.5151
12.55,6.1,6.0,93.875,46.5,-116.1875,-0.0701,-0.7966,-0.3084,0.5151
12.42,5.75,5.37,89.25,30.6875,-105.5625,-0.0587,-0.7957,-0.3118,0.516
12.23,5.78,4.93,81.5625,17.75,-95.4375,-0.0485,-0.7943,-0.3148,0.5174
11.98,5.8,4.67,70.25,14.0,-79.5625,-0.04,-0.793,-0.317,0.5186
11.92,5.85,4.4,56.0625,16.9375,-56.6875,-0.0333,-0.7924,-0.3184,0.5192
11.99,6.2,4.38,42.0625,20.5625,-30.0625,-0.0286,-0.7926,-0.3187,0.519
11.98,6.53,4.5,29.875,18.75,-5.375,-0.0259,-0.7934,-0.3177,0.5186
11.87,6.87,4.65,20.0625,10.375,16.9375,-0.025,-0.7943,-0.3157,0.5184
10.93,7.05,4.61,13.375,-3.875,37.8125,-0.0258,-0.7952,-0.3126,0.5189
