lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-0.09,-0.08,-0.05,0.6875,-2.875,4.625,0.5049,0.743,0.0109,-0.4391
-0.09,-0.11,-0.06,0.375,-2.0625,4.625,0.5051,0.743,0.0105,-0.4391
-0.12,-0.12,-0.07,0.125,-1.1875,4.375,0.5052,0.743,0.0102,-0.439
-0.04,-0.11,-0.04,-0.25,-1.125,4.1875,0.5053,0.7429,0.0099,-0.4389
-0.06,-0.09,-0.03,-0.75,-1.0625,4.1875,0.5055,0.7429,0.0096,-0.4388
-0.1,-0.08,-0.08,-0.75,-1.5625,4.1875,0.5057,0.7428,0.0093,-0.4387
-0.1,-0.08,-0.04,-0.625,-1.75,4.125,0.5059,0.7427,0.0091,-0.4387
-0.08,-0.11,-0.09,-0.4375,-1.75,3.875,0.5059,0.7427,0.0088,-0.4386
-0.09,-0.11,-0.05,-0.4375,-1.75,3.625,0.506,0.7426,0.0085,-0.4386
-0.06,-0.12,-0.07,-0.1875,-1.875,3.5625,0.5062,0.7426,0.0082,-0.4385
-0.11,-0.08,-0.09,-0.0625,-2.1875,3.3125,0.5062,0.7425,0.0079,-0.4386
-0.1,-0.08,-0.08,-0.0625,-1.9375,3.0625,0.5063,0.7424,0.0077,-0.4386
-0.08,-0.1,-0.09,-0.1875,-0.8125,3.3125,0.5064,0.7424,0.0075,-0.4385
-0.1,-0.1,-0.13,-0.1875,-0.6875,2.9375,0.5065,0.7424,0.0073,-0.4384
-0.12,-0.04,-0.11,0.25,-0.75,2.375,0.5065,0.7424,0.0071,-0.4384
-0.11,-0.02,-0.11,0.0,-0.25,2.75,0.5067,0.7424,0.007,-0.4382
-0.13,-0.06,-0.08,-0.1875,0.8125,2.5625,0.5067,0.7425,0.0069,-0.4381
-0.14,-0.04,-0.09,-0.6875,2.0,2.5,0.5068,0.7426,0.0068,-0.4379
-0.1,-0.04,-0.16,-0.3125,2.625,2.375,0.5068,0.7427,0.0068,-0.4376
-0.11,-0.01,-0.11,0.0625,3.375,2.625,0.5069,0.7428,0.0068,-0.4373
-0.03,-0.02,-0.1,0.125,3.8125,2.75,0.507,0.743,0.0068,-0.4369
-0.12,-0.01,-0.08,0.0625,3.5,2.3125,0.5071,0.7431,0.0068,-0.4366
-0.1,-0.03,-0.12,0.3125,3.4375,1.875,0.5071,0.7433,0.0069,-0.4363
-0.04,-0.06,-0.1,0.4375,3.125,1.8125,0.5071,0.7434,0.0069,-0.436
0.0,-0.08,-0.09,0.4375,3.125,1.8125,0.5072,0.7435,0.0069,-0.4358
0.0,-0.06,-0.07,0.5,2.25,1.5,0.5073,0.7435,0.0069,-0.4357
-0.02,-0.05,-0.12,0.8125,-0.1875,0.8125,0.5072,0.7436,0.0068,-0.4357
-0.03,-0.03,-0.07,0.875,-0.4375,0.5,0.5071,0.7436,0.0068,-0.4357
-0.02,-0.01,-0.06,0.6875,-0.625,0.75,0.5071,0.7437,0.0067,-0.4357
-0.01,-0.02,-0.09,0.9375,-0.5,0.6875,0.5071,0.7437,0.0066,-0.4356
0.0,-0.02,-0.03,0.9375,-1.0625,0.5625,0.507,0.7437,0.0065,-0.4357
0.07,-0.05,-0.03,1.25,-1.625,0.5,0.507,0.7437,0.0064,-0.4358
0.08,-0.08,0.01,1.5625,-2.625,0.25,0.5068,0.7437,0.0062,-0.436
0.03,-0.06,0.02,1.6875,-3.1875,-0.1875,0.5067,0.7436,0.006,-0.4362
0.08,0.0,0.0,1.6875,-3.1875,-0.1875,0.5066,0.7435,0.0058,-0.4364
0.06,0.01,0.0,1.9375,-3.5,0.0625,0.5065,0.7435,0.0056,-0.4366
0.04,0.05,0.01,1.3125,-3.25,1.0,0.5065,0.7434,0.0053,-0.4368
0.0,-0.01,0.07,0.375,-3.0625,1.0625,0.5065,0.7433,0.0051,-0.437
-0.07,-0.05,0.09,-1.3125,-2.5,1.3125,0.5067,0.7432,0.005,-0.437
-0.03,-0.02,0.02,-2.3125,-0.5625,3.5625,0.5069,0.743,0.0049,-0.4369
-0.2,0.04,0.0,-2.6875,2.8125,5.0,0.5073,0.743,0.0048,-0.4365
-0.03,0.05,-0.12,-2.375,6.3125,5.375,0.5076,0.7432,0.0048,-0.4359
0.17,0.09,-0.12,-1.4375,7.25,5.5625,0.5079,0.7434,0.0048,-0.4351
0.29,0.07,-0.03,0.0,4.5625,5.875,0.5081,0.7436,0.0046,-0.4346
0.32,0.06,0.1,0.0,4.5625,5.875,0.5082,0.7437,0.0042,-0.4343
0.35,0.07,0.14,1.75,0.375,6.1875,0.5082,0.7437,0.0034,-0.4343
0.35,0.03,0.16,6.375,-9.5625,7.625,0.5081,0.7436,0.0023,-0.4346
0.24,-0.03,0.21,8.1875,-14.0,8.0625,0.5079,0.7435,0.0009,-0.4351
0.17,-0.09,0.27,9.625,-17.125,8.5625,0.5077,0.7432,-0.0009,-0.4359
0.17,-0.14,0.34,9.625,-17.125,8.5625,0.5075,0.7428,-0.0026,-0.4367
0.2,-0.13,0.35,10.3125,-19.125,9.4375,0.5073,0.7424,-0.0046,-0.4376
0.05,-0.1,0.41,10.0625,-21.4375,10.25,0.5072,0.7419,-0.0065,-0.4386
0.16,-0.14,0.4,9.6875,-22.125,11.0625,0.5071,0.7413,-0.0085,-0.4396
0.08,-0.23,0.39,8.75,-22.75,10.75,0.507,0.7407,-0.0104,-0.4407
-0.08,-0.23,0.32,8.75,-22.75,10.75,0.5069,0.7401,-0.0121,-0.4418
-0.12,-0.22,0.27,7.1875,-22.5,9.5625,0.5069,0.7394,-0.0138,-0.4429
-0.2,-0.18,0.19,3.8125,-18.25,7.75,0.5069,0.7389,-0.0152,-0.4437
-0.25,-0.14,0.11,1.875,-14.625,6.6875,0.507,0.7384,-0.0163,-0.4443
-0.27,-0.08,0.1,-0.125,-10.625,5.75,0.5072,0.738,-0.0171,-0.4447
-0.2,-0.07,0.05,-0.125,-10.625,5.75,0.5075,0.7376,-0.0176,-0.445
-0.17,0.0,0.02,-1.875,-7.125,5.375,0.5079,0.7373,-0.018,-0.4451
-0.14,0.0,0.0,-4.5625,-2.6875,4.8125,0.5084,0.737,-0.0182,-0.4451
-0.12,-0.01,-0.01,-5.5625,-1.8125,4.625,0.5089,0.7367,-0.0184,-0.445
-0.11,-0.01,0.02,-6.3125,-1.3125,4.5625,0.5094,0.7363,-0.0184,-0.4449
-0.09,0.02,-0.1,-6.3125,-1.3125,4.5625,0.51,0.736,-0.0185,-0.4448
-0.09,0.0,-0.13,-7.0625,-0.875,4.375,0.5106,0.7357,-0.0184,-0.4446
-0.08,0.01,-0.24,-6.875,-0.375,3.875,0.5111,0.7355,-0.0184,-0.4445
-0.01,0.04,-0.27,-7.0,-0.25,3.8125,0.5116,0.7352,-0.0184,-0.4442
-0.01,0.0,-0.26,-6.375,-0.4375,3.75,0.5121,0.735,-0.0184,-0.444
-0.02,-0.07,-0.25,-6.375,-0.4375,3.75,0.5121,0.735,-0.0184,-0.444
-0.01,-0.06,-0.25,-5.9375,-0.9375,3.5,0.5125,0.7348,-0.0184,-0.4439
0.03,-0.13,-0.29,-5.375,-1.5,3.875,0.5132,0.7344,-0.0185,-0.4437
0.0,-0.15,-0.25,-5.4375,-1.3125,4.1875,0.5136,0.7343,-0.0186,-0.4435
-0.02,-0.19,-0.29,-5.875,-0.3125,4.5,0.514,0.7341,-0.0186,-0.4433
-0.01,-0.22,-0.33,-5.875,-0.3125,4.5,0.5145,0.734,-0.0186,-0.443
0.0,-0.26,-0.28,-6.3125,0.8125,5.0,0.515,0.7339,-0.0186,-0.4426
