lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-8.72,4.96,1.05,13.8125,-278.5625,352.9375,-0.3697,0.8741,0.1202,0.2912
-13.37,8.89,0.32,10.125,-292.25,343.25,-0.3757,0.8839,0.1042,0.2586
-26.67,11.5,-2.7,33.3125,-246.625,306.5625,-0.3824,0.8904,0.0898,0.23
-26.67,12.98,-2.5,30.375,-125.5625,179.375,-0.3872,0.893,0.081,0.2145
-20.2,13.92,-1.39,3.875,19.3125,47.0625,-0.3885,0.8929,0.0768,0.2144
-15.79,12.75,-1.1,-14.8125,165.875,36.875,-0.3891,0.8905,0.0684,0.2258
-14.09,11.59,-0.26,-23.6875,225.3125,35.4375,-0.3892,0.887,0.0578,0.2417
-13.51,10.57,0.12,-8.5,188.625,-12.125,-0.3892,0.8832,0.0524,0.2562
-13.11,8.63,0.96,16.25,114.0625,-64.6875,-0.3895,0.8799,0.0538,0.2668
-10.54,3.62,2.52,26.375,41.875,-83.875,-0.3897,0.8777,0.0592,0.2725
-9.32,1.93,2.33,30.375,-7.1875,-102.5625,-0.3896,0.8763,0.0677,0.2752
-7.82,1.19,2.19,26.1875,-31.5625,-134.875,-0.3882,0.8754,0.0794,0.2772
-6.3,1.42,2.09,12.6875,-47.9375,-168.875,-0.3848,0.8748,0.0937,0.279
-3.63,2.68,2.87,2.0625,-68.0625,-191.8125,-0.3798,0.8747,0.1102,0.2802
-3.21,2.86,3.09,0.25,-88.8125,-199.875,-0.3742,0.8748,0.1277,0.28
-3.61,2.57,2.72,3.3125,-98.25,-204.3125,-0.3685,0.8746,0.146,0.2791
-3.86,2.04,2.21,3.25,-87.5625,-213.1875,-0.3625,0.8738,0.1646,0.2791
-0.4,0.1,2.35,-6.125,-54.0,-226.9375,-0.356,0.8719,0.1827,0.2821
3.28,-0.88,3.01,-26.75,-9.8125,-235.75,-0.3481,0.8692,0.1998,0.2889
7.67,-1.62,3.2,-54.75,18.25,-239.6875,-0.3385,0.8661,0.2154,0.2981
