lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
0.14,-0.13,0.48,8.25,-13.6875,0.0625,0.4809,0.25,0.6411,0.5435
0.05,-0.12,0.46,8.75,-17.9375,0.9375,0.4818,0.2512,0.6404,0.5428
0.03,-0.15,0.45,8.9375,-20.625,1.1875,0.4828,0.2524,0.6397,0.5422
-0.01,-0.19,0.48,8.4375,-21.8125,1.1875,0.4839,0.2537,0.6389,0.5415
-0.1,-0.31,0.47,7.5,-21.1875,1.375,0.4851,0.2549,0.6381,0.5408
-0.2,-0.26,0.35,5.375,-20.125,1.6875,0.4861,0.256,0.6374,0.5402
-0.26,-0.19,0.25,2.8125,-17.375,1.625,0.4874,0.2571,0.6365,0.5396
-0.24,-0.16,0.18,0.4375,-14.1875,1.5,0.4882,0.2577,0.6359,0.5394
-0.22,-0.13,0.25,-1.3125,-10.0625,1.6875,0.4889,0.258,0.6353,0.5393
-0.24,-0.09,0.39,-2.8125,-5.5,1.375,0.4894,0.2581,0.6348,0.5394
-0.25,-0.02,0.44,-4.3125,-1.5625,1.375,0.4897,0.2578,0.6344,0.5397
-0.05,0.17,0.3,-5.5625,1.8125,1.625,0.4897,0.2575,0.6341,0.5402
0.02,0.22,0.26,-5.75,3.3125,2.375,0.4896,0.2573,0.6339,0.5406
0.03,0.29,0.16,-5.625,3.4375,2.875,0.4894,0.257,0.6337,0.5411
0.0,0.28,0.06,-5.375,2.1875,2.4375,0.4893,0.2568,0.6335,0.5416
-0.06,0.2,0.04,-5.25,0.9375,1.5,0.4893,0.2567,0.6333,0.5419
-0.07,0.15,-0.01,-5.625,1.0,0.625,0.4893,0.2563,0.6331,0.5424
0.0,0.11,-0.09,-6.25,1.8125,0.375,0.4893,0.256,0.6329,0.5427
0.11,0.09,-0.2,-7.125,2.625,0.1875,0.4893,0.2556,0.6326,0.5432
0.04,0.11,-0.27,-7.8125,2.875,0.1875,0.4893,0.2551,0.6324,0.5436
0.0,0.12,-0.33,-8.4375,4.0,0.125,0.4893,0.2546,0.6322,0.5442
-0.07,0.12,-0.35,-8.75,6.875,0.0,0.4891,0.2539,0.6321,0.5448
-0.09,0.1,-0.43,-8.6875,10.25,-0.125,0.4887,0.2531,0.6321,0.5455
0.0,0.14,-0.52,-8.9375,14.125,0.0,0.488,0.2521,0.6325,0.5461
0.08,0.13,-0.51,-8.5625,16.9375,0.75,0.4871,0.2512,0.633,0.5468
0.11,0.15,-0.51,-7.9375,18.9375,1.375,0.4859,0.2502,0.6337,0.5475
0.11,0.15,-0.51,-7.0625,19.4375,1.5,0.4847,0.2493,0.6343,0.5482
0.14,0.15,-0.47,-5.8125,18.0625,1.375,0.4836,0.2485,0.6349,0.5488
0.14,0.13,-0.47,-4.5,15.3125,1.3125,0.4826,0.2478,0.6356,0.5493
0.2,0.09,-0.43,-2.625,12.5625,1.3125,0.4817,0.2474,0.6361,0.5497
0.21,0.07,-0.3,-0.9375,10.625,0.8125,0.481,0.247,0.6366,0.5499
0.21,0.07,-0.3,-0.25,8.9375,0.8125,0.4803,0.2467,0.637,0.5501
0.09,0.08,-0.19,0.0,7.375,0.625,0.4799,0.2465,0.6373,0.5503
0.0,0.04,-0.03,0.6875,7.1875,0.5625,0.4794,0.2462,0.6376,0.5504
0.06,0.01,0.03,1.5625,8.6875,0.6875,0.4789,0.2458,0.6381,0.5505
0.12,-0.07,0.06,2.1875,10.875,0.4375,0.4783,0.2454,0.6386,0.5506
0.12,-0.07,0.06,2.6875,11.625,0.25,0.4776,0.245,0.6392,0.5507
0.35,-0.28,0.08,3.0625,11.1875,-0.3125,0.4769,0.2446,0.6398,0.5508
0.47,-0.26,0.11,3.625,10.0,-0.4375,0.4763,0.2443,0.6404,0.5508
0.55,-0.27,0.2,4.4375,9.0,0.6875,0.4757,0.2441,0.6409,0.5508
0.69,-0.28,0.18,5.5625,7.1875,1.1875,0.4752,0.244,0.6415,0.5507
0.69,-0.32,0.28,6.0,4.375,0.75,0.4747,0.244,0.642,0.5505
0.68,-0.34,0.35,6.0625,1.5625,-0.6875,0.4745,0.2441,0.6423,0.5502
0.62,-0.19,0.38,5.5625,-1.0625,-2.125,0.4745,0.2443,0.6426,0.5498
0.57,-0.12,0.44,5.0,-2.875,-3.375,0.4747,0.2444,0.6428,0.5493
0.47,-0.03,0.49,4.6875,-4.5625,-3.5,0.475,0.2449,0.6424,0.5493
0.39,0.04,0.51,5.1875,-5.8125,-3.3125,0.4752,0.2451,0.6425,0.549
0.29,0.03,0.47,6.125,-7.0,-2.125,0.4756,0.2455,0.6426,0.5483
0.29,0.02,0.47,7.0625,-8.0,-1.6875,0.476,0.246,0.6426,0.5477
0.26,0.05,0.5,7.0,-10.1875,-1.5625,0.4764,0.2467,0.6425,0.5471
0.17,0.04,0.44,6.75,-12.625,-1.375,0.477,0.2475,0.6424,0.5464
-0.03,0.05,0.28,6.6875,-15.25,-1.6875,0.4778,0.2484,0.6421,0.5457
-0.14,0.04,0.24,7.0,-16.5625,-1.9375,0.4786,0.2493,0.6418,0.5449
-0.2,0.03,0.1,7.4375,-16.9375,-1.75,0.4795,0.2503,0.6415,0.544
-0.26,0.0,-0.01,7.375,-16.4375,-1.625,0.4803,0.2513,0.6412,0.5432
-0.24,0.0,-0.04,7.0625,-15.625,-1.375,0.481,0.2522,0.6409,0.5424
-0.26,0.02,-0.04,6.5625,-14.5,-0.9375,0.4818,0.2531,0.6407,0.5417
-0.36,0.07,-0.08,5.5625,-12.5,-0.75,0.4823,0.2538,0.6404,0.5411
-0.47,0.09,-0.29,4.4375,-11.125,-0.625,0.4828,0.2545,0.6402,0.5406
-0.44,0.07,-0.38,4.125,-9.25,-1.1875,0.4833,0.2551,0.64,0.5401
-0.39,0.08,-0.52,3.9375,-5.8125,-1.375,0.4836,0.2554,0.64,0.5397
-0.3,0.09,-0.45,2.9375,-3.1875,-1.125,0.4838,0.2556,0.64,0.5394
-0.32,0.14,-0.49,1.75,-1.625,-1.0625,0.4839,0.2557,0.6401,0.5392
-0.28,0.15,-0.48,0.875,-0.25,-1.0,0.4839,0.2557,0.6401,0.5392
-0.24,0.2,-0.49,-0.125,0.625,-1.125,0.4839,0.2556,0.6402,0.5391
-0.22,0.17,-0.49,-0.4375,1.0625,-0.8125,0.4838,0.2555,0.6406,0.5388
-0.22,0.17,-0.49,-0.4375,1.5,-1.125,0.4836,0.2554,0.641,0.5385
-0.19,0.11,-0.47,-0.4375,2.0625,-1.375,0.4834,0.2552,0.6415,0.5382
-0.16,0.11,-0.6,-0.9375,4.375,-1.625,0.4831,0.255,0.6421,0.5379
-0.05,0.07,-0.5,-1.75,7.375,-1.375,0.4826,0.2546,0.6427,0.5378
-0.01,0.02,-0.49,-2.1875,9.75,-0.75,0.4819,0.2541,0.6433,0.5378
-0.01,0.02,-0.49,-2.5625,10.5625,-0.125,0.4813,0.2536,0.6439,0.538
0.05,0.0,-0.45,-2.3125,10.3125,0.5,0.4805,0.2532,0.6445,0.5382
