lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-0.3,2.92,5.57,-199.9375,51.0625,17.375,0.1719,0.4807,0.8587,0.0441
-0.45,2.89,5.19,-209.6875,59.9375,15.625,0.176,0.4785,0.858,0.062
0.07,3.64,4.01,-220.75,67.625,15.875,0.1799,0.4759,0.8571,0.081
0.55,3.98,3.49,-231.75,71.0,19.0625,0.184,0.4731,0.8557,0.1009
0.77,4.39,3.14,-239.4375,60.4375,22.875,0.1889,0.4705,0.8535,0.1209
0.42,5.35,2.98,-243.625,39.0,26.0,0.1954,0.468,0.8503,0.1404
-0.3,5.52,2.49,-245.0,15.75,24.5625,0.2037,0.4654,0.8466,0.159
-0.99,5.52,1.48,-243.9375,0.4375,18.6875,0.213,0.4625,0.8423,0.1768
-1.86,5.3,0.48,-243.5625,2.9375,11.9375,0.222,0.4588,0.8381,0.1943
-2.99,4.92,-0.89,-246.0,20.8125,6.125,0.2299,0.4542,0.834,0.2126
-2.64,4.84,-1.72,-250.0625,49.125,2.625,0.236,0.4485,0.8302,0.2322
-0.99,5.0,-2.42,-257.0,79.125,2.3125,0.2401,0.4419,0.8265,0.2532
0.58,5.25,-2.3,-262.125,87.1875,7.8125,0.2435,0.4351,0.8221,0.2748
1.65,6.47,-1.24,-261.5,65.375,12.375,0.2482,0.429,0.8167,0.2955
1.4,6.88,-1.38,-256.3125,28.875,11.375,0.2552,0.4236,0.8103,0.3145
0.29,7.3,-1.81,-247.75,-9.5625,5.25,0.2645,0.4188,0.8032,0.3311
-1.62,7.41,-3.99,-239.0,-31.0,-1.8125,0.2751,0.4141,0.7957,0.3461
-1.84,6.82,-5.65,-231.5,-26.875,-8.0625,0.2852,0.4089,0.7884,0.3605
-1.49,6.09,-6.79,-228.25,-11.1875,-11.75,0.2941,0.4028,0.7814,0.3749
-1.17,5.49,-7.41,-228.375,0.125,-9.25,0.3021,0.3965,0.7744,0.3897
-0.14,5.33,-7.76,-227.0625,5.5625,-4.1875,0.3094,0.3901,0.767,0.4045
0.14,5.12,-7.73,-222.3125,4.3125,-2.0,0.3165,0.384,0.7595,0.4189
0.18,4.8,-7.72,-214.875,-5.5625,-2.8125,0.3239,0.3782,0.7517,0.4324
