lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
-1.91,9.32,3.05,260.75,70.375,16.625,0.0219,0.8289,-0.5589,-0.0063
-1.99,8.48,4.32,247.5625,65.375,22.25,0.0077,0.8282,-0.5604,0.01
-2.1,8.31,5.08,240.25,58.8125,24.25,-0.0063,0.8269,-0.5617,0.0255
-2.35,8.25,5.6,233.875,50.875,23.375,-0.0203,0.8254,-0.5627,0.0401
-2.44,8.17,6.08,233.875,50.875,23.375,-0.0342,0.8237,-0.5635,0.0539
-2.27,7.53,6.58,228.0,43.0625,22.3125,-0.0479,0.8217,-0.5639,0.067
-2.33,7.34,6.88,212.25,35.875,17.8125,-0.061,0.8197,-0.564,0.0795
-2.33,7.25,7.23,202.6875,33.4375,16.1875,-0.0736,0.8175,-0.5638,0.0914
-2.14,6.74,8.09,196.0625,25.375,14.625,-0.086,0.8153,-0.5634,0.1024
-1.95,6.39,8.5,196.0625,25.375,14.625,-0.0984,0.813,-0.5627,0.1124
-1.94,5.93,8.73,189.8125,16.0,12.4375,-0.1104,0.8109,-0.5617,0.1218
-2.0,5.62,8.62,170.125,11.4375,6.1875,-0.1215,0.8088,-0.5604,0.1306
-2.13,5.1,8.82,158.75,12.25,2.875,-0.1318,0.8068,-0.559,0.1389
-2.2,5.03,9.03,147.6875,14.6875,-0.6875,-0.1412,0.8049,-0.5573,0.1468
-2.25,4.85,9.37,147.6875,14.6875,-0.6875,-0.1412,0.8049,-0.5573,0.1468
-2.12,4.23,9.92,136.0625,15.3125,-3.4375,-0.1497,0.8033,-0.5555,0.1543
-2.11,4.15,10.25,110.625,13.6875,-8.9375,-0.164,0.8005,-0.5517,0.1674
-1.86,4.11,10.55,98.625,11.6875,-12.0,-0.1699,0.7994,-0.5496,0.1729
-1.64,3.92,10.72,87.0,6.3125,-15.625,-0.1753,0.7988,-0.5474,0.1776
-1.43,3.11,11.53,87.0,6.3125,-15.625,-0.1753,0.7988,-0.5474,0.1776
-1.4,2.78,12.01,74.0625,1.25,-19.0625,-0.1799,0.7986,-0.545,0.1814
-1.41,2.55,12.35,43.4375,-1.5,-24.3125,-0.1863,0.7991,-0.5402,0.1866
-1.38,2.42,12.5,25.8125,-1.4375,-25.0,-0.1877,0.7999,-0.5381,0.1881
-1.27,2.34,12.69,9.1875,-2.875,-26.1875,-0.188,0.801,-0.5361,0.1888
-1.23,2.31,12.68,9.1875,-2.875,-26.1875,-0.188,0.801,-0.5361,0.1888
-1.19,2.21,12.63,-6.1875,-7.5,-27.8125,-0.1875,0.8025,-0.5342,0.1884
-1.41,1.93,12.22,-20.875,-14.1875,-29.9375,-0.1843,0.8067,-0.5303,0.1845
