lin_acc_x,lin_acc_y,lin_acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
0.03,-0.04,0.02,-0.0625,0.8125,0.8125,0.5922,0.7349,-0.0125,-0.3302
0.01,-0.03,0.05,-0.0625,0.8125,0.8125,0.5922,0.735,-0.0125,-0.3301
0.0,-0.01,0.07,-0.3125,1.0625,0.8125,0.5922,0.735,-0.0125,-0.33
0.0,0.02,0.08,-0.5625,1.3125,0.8125,0.5922,0.735,-0.0125,-0.33
0.01,-0.03,0.05,-0.5,1.0625,0.6875,0.5923,0.735,-0.0125,-0.3298
0.0,0.0,0.08,-0.4375,0.8125,0.6875,0.5923,0.7351,-0.0125,-0.3297
-0.02,0.01,0.03,-0.3125,0.75,0.625,0.5923,0.7351,-0.0125,-0.3297
-0.04,0.01,0.08,-0.375,0.5,0.625,0.5923,0.7351,-0.0125,-0.3295
-0.04,-0.01,0.08,-0.375,1.25,1.0,0.5923,0.7351,-0.0125,-0.3295
0.0,0.0,0.06,-0.75,1.625,1.125,0.5924,0.7351,-0.0125,-0.3293
0.0,0.01,0.02,-0.8125,1.875,1.25,0.5926,0.7351,-0.0124,-0.329
-0.02,0.0,0.0,-0.8125,1.25,1.375,0.5927,0.7351,-0.0125,-0.329
-0.06,0.0,0.03,-0.5625,0.3125,1.25,0.5927,0.7351,-0.0126,-0.3289
-0.05,0.0,0.05,-0.3125,-0.5625,1.4375,0.5927,0.7351,-0.0126,-0.3289
-0.07,-0.03,0.05,-0.1875,-0.5625,1.375,0.5927,0.7351,-0.0127,-0.3289
-0.1,-0.03,0.0,-0.3125,-0.1875,1.25,0.5928,0.7351,-0.0128,-0.3287
-0.05,-0.04,0.0,-0.5625,0.3125,1.0625,0.5928,0.7351,-0.0128,-0.3286
-0.02,-0.01,0.02,-0.75,0.875,0.8125,0.5928,0.7351,-0.0128,-0.3286
-0.03,0.01,0.01,-0.5,0.6875,0.375,0.5928,0.7351,-0.0128,-0.3286
-0.04,0.0,0.02,-0.0625,-0.125,0.1875,0.5928,0.7351,-0.0128,-0.3286
0.0,0.0,0.06,0.1875,-0.5625,-0.125,0.5928,0.7351,-0.0128,-0.3286
-0.03,-0.04,0.06,0.3125,-0.875,-0.5,0.5928,0.735,-0.0129,-0.3287
-0.01,-0.05,0.09,0.5625,-0.875,-0.5625,0.5928,0.7351,-0.0129,-0.3288
-0.01,-0.04,0.08,0.75,-0.875,-0.9375,0.5928,0.7351,-0.0129,-0.3288
0.06,0.0,0.11,0.625,-0.625,-1.3125,0.5927,0.7351,-0.0128,-0.3289
0.05,0.0,0.11,0.375,-0.375,-1.75,0.5926,0.7351,-0.0126,-0.3291
0.04,0.06,0.07,0.1875,-0.4375,-1.8125,0.5925,0.7351,-0.0125,-0.3292
0.13,0.09,0.12,0.1875,-0.4375,-2.0625,0.5925,0.7351,-0.0123,-0.3293
0.16,0.08,0.15,0.25,-0.375,-2.25,0.5925,0.7351,-0.0123,-0.3293
0.19,0.09,0.12,0.375,-0.8125,-2.375,0.5925,0.735,-0.0123,-0.3295
0.19,0.09,0.06,0.4375,-1.375,-2.5625,0.5923,0.735,-0.0122,-0.3298
0.18,0.12,0.04,0.625,-1.875,-2.625,0.5923,0.7349,-0.0123,-0.3301
0.2,0.16,0.06,0.9375,-2.6875,-2.6875,0.5922,0.7349,-0.0124,-0.3303
0.2,0.2,0.02,1.0625,-3.125,-2.4375,0.5922,0.7349,-0.0124,-0.3303
0.23,0.19,0.0,1.5,-3.6875,-2.3125,0.5921,0.7348,-0.0126,-0.3306
0.24,0.2,0.0,2.0625,-4.4375,-2.375,0.592,0.7348,-0.0128,-0.3309
0.24,0.22,0.0,3.0,-5.5625,-2.3125,0.5916,0.7348,-0.0136,-0.3317
0.25,0.25,0.0,3.625,-6.8125,-2.5625,0.5912,0.7347,-0.014,-0.3322
0.24,0.25,0.01,4.25,-8.125,-2.9375,0.5912,0.7347,-0.014,-0.3322
0.25,0.27,-0.04,5.0,-9.625,-3.25,0.5909,0.7347,-0.0146,-0.3328
0.21,0.32,-0.06,5.5625,-10.75,-3.625,0.5905,0.7347,-0.0152,-0.3336
0.24,0.3,-0.15,5.9375,-11.25,-4.0,0.5896,0.7348,-0.0165,-0.335
0.27,0.32,-0.13,6.25,-11.5,-4.1875,0.5891,0.7348,-0.0172,-0.3358
0.28,0.33,-0.14,6.3125,-11.375,-3.6875,0.5891,0.7348,-0.0172,-0.3358
0.29,0.41,-0.12,6.1875,-11.1875,-3.0625,0.5887,0.7349,-0.0179,-0.3364
0.28,0.4,-0.16,6.25,-11.125,-2.4375,0.5883,0.7349,-0.0187,-0.3369
0.32,0.39,-0.22,6.4375,-11.125,-1.875,0.5874,0.7351,-0.0204,-0.338
0.34,0.34,-0.2,6.5625,-11.0625,-1.375,0.5869,0.7352,-0.0214,-0.3385
0.34,0.25,-0.25,6.8125,-11.5,-1.0625,0.5869,0.7352,-0.0214,-0.3385
0.36,0.22,-0.23,6.875,-11.625,-0.8125,0.5865,0.7353,-0.0223,-0.339
0.39,0.15,-0.27,7.3125,-11.5625,-0.9375,0.5859,0.7354,-0.0232,-0.3395
0.43,-0.03,-0.3,7.6875,-11.625,-1.1875,0.5848,0.7355,-0.0246,-0.3411
0.47,-0.11,-0.25,8.375,-11.375,-1.4375,0.5842,0.7357,-0.0253,-0.3418
0.51,-0.14,-0.28,8.6875,-11.4375,-1.75,0.5842,0.7357,-0.0253,-0.3418
0.53,-0.18,-0.16,9.375,-11.625,-1.875,0.5836,0.7358,-0.0261,-0.3426
0.54,-0.18,-0.13,10.5,-11.75,-1.875,0.582,0.7362,-0.0276,-0.3442
0.52,-0.16,-0.11,11.5625,-12.1875,-1.5,0.5812,0.7365,-0.0286,-0.345
0.5,-0.13,-0.07,13.0625,-12.9375,-1.0625,0.5803,0.7368,-0.0299,-0.3457
0.47,-0.07,-0.05,15.0,-14.125,-0.3125,0.5803,0.7368,-0.0299,-0.3457
0.39,0.06,0.02,16.6875,-15.5,0.375,0.5792,0.7372,-0.0314,-0.3464
0.3,0.14,0.05,18.6875,-17.4375,1.25,0.5781,0.7376,-0.033,-0.3473
0.11,0.38,0.03,21.1875,-19.875,2.1875,0.5754,0.7385,-0.0367,-0.3495
-0.01,0.45,-0.09,23.75,-22.6875,3.5,0.5738,0.7391,-0.039,-0.3508
-0.11,0.56,-0.26,30.0,-27.5,4.375,0.572,0.7397,-0.0415,-0.3522
-0.22,0.68,-0.6,34.125,-29.5625,4.125,0.5698,0.7404,-0.0443,-0.3537
-0.31,0.73,-0.66,39.1875,-32.3125,2.75,0.5673,0.7413,-0.0471,-0.3555
-0.41,0.78,-0.68,44.1875,-35.0625,1.3125,0.5645,0.7424,-0.0502,-0.3574
-0.56,0.96,-0.62,49.5625,-37.5625,-0.625,0.5612,0.7436,-0.0535,-0.3596
-0.61,1.02,-0.62,54.75,-41.25,-2.3125,0.5575,0.7449,-0.0569,-0.362
-0.63,1.16,-0.72,59.75,-45.1875,-3.375,0.5534,0.7464,-0.0606,-0.3647
-0.66,1.25,-0.82,64.75,-48.5625,-4.4375,0.5489,0.7479,-0.0646,-0.3676
-0.77,1.46,-1.12,70.75,-51.3125,-6.4375,0.5439,0.7496,-0.0687,-0.3708
-0.73,1.49,-0.98,77.3125,-54.125,-8.6875,0.5385,0.7515,-0.0731,-0.3741
-0.65,1.45,-0.88,83.8125,-57.4375,-11.0,0.5324,0.7535,-0.0776,-0.3777
-0.62,1.21,-0.85,91.0625,-62.125,-14.6875,0.5257,0.7557,-0.0824,-0.3818
-0.69,1.12,-0.74,97.875,-66.75,-19.25,0.5184,0.758,-0.0873,-0.3862
-0.72,1.0,-0.83,104.375,-71.0,-23.8125,0.5103,0.7604,-0.0923,-0.391
-0.68,1.01,-1.23,110.8125,-72.9375,-29.4375,0.5016,0.7629,-0.0972,-0.3961
-0.52,1.11,-1.19,117.1875,-72.6875,-35.375,0.4923,0.7657,-0.1019,-0.4012
-0.38,1.25,-1.05,123.5625,-72.5625,-40.375,0.4822,0.7687,-0.1064,-0.4065
-0.38,1.34,-0.98,130.6875,-72.3125,-45.0,0.4716,0.7719,-0.111,-0.4118
-1.21,1.5,-1.41,138.125,-69.5,-51.125,0.4601,0.7753,-0.1152,-0.417
-1.63,1.79,-1.75,146.6875,-59.75,-55.875,0.4479,0.7794,-0.119,-0.4216
-1.96,2.01,-2.13,146.6875,-59.75,-55.875,0.435,0.7842,-0.1224,-0.4252
-1.85,2.3,-3.17,156.25,-45.0625,-58.9375,0.4215,0.7898,-0.1254,-0.4276
-1.63,2.6,-3.25,175.0,-12.0,-60.3125,0.4075,0.7961,-0.1281,-0.4286
-1.18,3.0,-3.24,186.0,0.3125,-59.1875,0.3928,0.8031,-0.1308,-0.4285
-0.8,3.36,-3.22,200.0625,9.0625,-57.9375,0.3771,0.8105,-0.1338,-0.4276
-0.87,3.74,-3.85,216.9375,14.3125,-58.625,0.3603,0.8185,-0.1371,-0.426
-1.11,3.91,-4.18,233.4375,17.125,-60.3125,0.3421,0.8268,-0.1408,-0.4238
-1.39,3.96,-4.32,247.5625,15.9375,-60.75,0.3228,0.835,-0.145,-0.4214
-1.87,4.11,-5.03,259.25,9.8125,-59.1875,0.3024,0.843,-0.1497,-0.4191
-1.65,4.44,-5.09,270.375,2.375,-56.5625,0.2811,0.8504,-0.1551,-0.4168
-1.59,4.6,-4.75,270.375,2.375,-56.5625,0.2587,0.8574,-0.1612,-0.4147
-1.81,4.72,-4.74,281.8125,-5.9375,-55.125,0.2354,0.8637,-0.1676,-0.413
-1.92,4.82,-4.71,300.875,-21.25,-58.1875,0.2111,0.8694,-0.1742,-0.4113
-2.05,4.84,-4.76,308.8125,-21.0,-60.9375,0.1859,0.8748,-0.1808,-0.4092
-2.38,4.84,-4.78,315.4375,-14.375,-64.6875,0.16,0.8799,-0.1871,-0.4063
-2.58,4.57,-4.86,315.4375,-14.375,-64.6875,0.1339,0.8849,-0.1931,-0.4022
-2.6,4.37,-4.78,322.875,16.3125,-67.4375,0.1077,0.8899,-0.1987,-0.3963
-2.95,4.29,-4.82,322.0625,38.4375,-67.1875,0.0818,0.8948,-0.204,-0.3885
-3.32,4.35,-4.79,319.875,61.0,-64.4375,0.0566,0.8998,-0.2091,-0.3787
-3.34,4.46,-4.3,318.0625,80.5625,-60.0625,0.0319,0.9046,-0.2143,-0.3671
-3.33,4.46,-4.05,318.0625,80.5625,-60.0625,0.0079,0.9091,-0.2194,-0.3541
-3.53,4.53,-4.19,314.0,94.8125,-56.125,-0.0155,0.9131,-0.2244,-0.3402
-3.42,4.89,-3.91,306.9375,110.1875,-50.125,-0.0385,0.9164,-0.2294,-0.3257
-3.41,5.06,-3.44,305.0625,109.875,-48.1875,-0.0613,0.919,-0.2343,-0.311
-3.46,5.19,-3.16,303.0625,107.25,-48.375,-0.084,0.9209,-0.239,-0.2963
-3.33,4.85,-2.53,303.0625,107.25,-48.375,-0.1064,0.9221,-0.2434,-0.2814
-3.48,4.9,-2.22,300.625,107.125,-48.4375,-0.1283,0.9227,-0.2476,-0.2662
-3.63,4.94,-2.09,292.375,116.125,-47.8125,-0.1497,0.9228,-0.2516,-0.2504
-3.66,4.65,-2.18,288.625,126.9375,-46.5,-0.1704,0.9225,-0.2556,-0.2338
-3.69,4.77,-2.25,286.0625,142.4375,-44.25,-0.1904,0.9218,-0.2598,-0.2158
-3.8,5.04,-2.02,286.0625,142.4375,-44.25,-0.1904,0.9218,-0.2598,-0.2158
-3.66,4.81,-1.34,284.3125,159.9375,-41.0625,-0.2285,0.9189,-0.269,-0.1761
-3.66,5.0,-1.22,282.1875,171.0,-29.25,-0.2468,0.9163,-0.2741,-0.1558
-3.54,5.34,-1.19,281.125,170.875,-23.4375,-0.2648,0.9129,-0.2795,-0.1356
-3.38,5.66,-0.82,283.3125,166.4375,-16.875,-0.2828,0.9085,-0.285,-0.1156
-2.97,5.59,-0.07,283.3125,166.4375,-16.875,-0.3009,0.9032,-0.2905,-0.0965
-2.92,5.81,0.26,284.4375,155.5,-12.0,-0.3191,0.897,-0.2957,-0.0781
-2.97,5.85,0.61,285.625,138.1875,-7.125,-0.3372,0.8901,-0.3007,-0.0604
-2.95,5.45,1.21,283.375,136.1875,-4.8125,-0.355,0.8825,-0.3055,-0.0427
-3.0,5.65,1.33,277.625,136.0625,-0.75,-0.372,0.8744,-0.3104,-0.0254
-3.25,5.81,1.46,277.625,136.0625,-0.75,-0.3884,0.8658,-0.3153,-0.0085
-3.66,5.89,1.73,271.1875,134.0625,3.0625,-0.3884,0.8658,-0.3153,-0.0085
-4.32,5.81,2.51,256.0,123.3125,13.25,-0.4193,0.8474,-0.3251,0.0231
-4.53,6.05,2.89,247.9375,117.5,16.625,-0.4337,0.8376,-0.3299,0.0378
-4.66,6.13,3.32,239.5,110.6875,15.9375,-0.4475,0.8279,-0.3342,0.0517
-4.95,5.46,4.56,239.5,110.6875,15.9375,-0.4608,0.8182,-0.3377,0.0648
-5.21,4.97,4.81,230.5,100.125,11.25,-0.4734,0.8088,-0.3401,0.077
-5.38,4.65,4.96,212.125,80.0,-7.1875,-0.4855,0.7999,-0.3414,0.0888
-5.32,4.37,5.62,202.1875,77.6875,-15.875,-0.4968,0.7914,-0.3419,0.1005
-5.43,4.6,5.7,188.3125,82.4375,-25.25,-0.5067,0.7834,-0.342,0.1125
-5.11,4.86,5.57,188.3125,82.4375,-25.25,-0.5151,0.7759,-0.3418,0.1251
-4.88,5.13,5.66,174.4375,91.375,-36.125,-0.5224,0.769,-0.3415,0.1384
-4.45,5.02,5.88,150.5,108.3125,-51.3125,-0.5284,0.7625,-0.3411,0.152
-4.42,5.13,5.75,135.125,117.125,-59.3125,-0.5328,0.7566,-0.3408,0.166
-4.12,5.37,5.71,120.8125,124.9375,-66.625,-0.5359,0.7512,-0.3404,0.1805
-3.43,5.12,5.9,120.8125,124.9375,-66.625,-0.5359,0.7512,-0.3404,0.1805
-3.25,4.91,5.9,108.0625,128.1875,-71.5,-0.538,0.7463,-0.3399,0.1949
-3.03,4.4,5.74,84.625,130.375,-82.0,-0.5391,0.7381,-0.3386,0.2234
-2.01,5.1,5.28,74.75,130.875,-89.25,-0.5383,0.7347,-0.3375,0.2378
-1.87,3.2,5.0,64.8125,125.8125,-93.8125,-0.5368,0.7318,-0.3361,0.2517
-1.04,3.29,5.05,64.8125,125.8125,-93.8125,-0.5368,0.7318,-0.3361,0.2517
-1.11,4.29,4.93,53.0625,122.0,-101.625,-0.5344,0.7297,-0.334,0.2653
-0.67,3.67,4.52,37.875,111.0625,-98.0,-0.5286,0.7261,-0.3301,0.2904
-0.32,3.23,4.39,31.0,111.125,-97.75,-0.5249,0.7247,-0.3283,0.3024
-0.17,2.71,4.17,25.0625,112.75,-93.625,-0.5209,0.7233,-0.3269,0.3141
0.59,2.54,3.54,25.0625,112.75,-93.625,-0.5209,0.7233,-0.3269,0.3141
0.73,2.46,3.27,20.375,113.25,-87.0625,-0.5169,0.722,-0.3254,0.325
0.56,2.25,3.05,14.375,105.125,-76.5,-0.5085,0.7189,-0.3242,0.3458
0.28,2.06,2.91,12.5625,99.25,-71.125,-0.5044,0.7173,-0.3238,0.3552
-0.05,1.93,2.62,12.0625,91.0,-66.0,-0.5006,0.7159,-0.3232,0.3638
-0.92,1.82,2.78,12.0625,91.0,-66.0,-0.5006,0.7159,-0.3232,0.3638
-1.56,1.46,2.93,10.6875,86.6875,-63.8125,-0.4969,0.7145,-0.3228,0.3721
-2.5,0.71,2.93,8.1875,84.125,-64.4375,-0.4891,0.7123,-0.3211,0.3877
-3.25,0.54,2.82,4.8125,77.8125,-67.3125,-0.4847,0.7119,-0.3197,0.3951
-3.65,0.43,2.69,-0.5,73.125,-73.5,-0.4794,0.712,-0.3179,0.4026
-4.04,0.67,2.62,-8.4375,72.9375,-83.5,-0.4794,0.712,-0.3179,0.4026
-4.49,0.75,2.59,-17.5625,74.4375,-97.6875,-0.473,0.7128,-0.3157,0.4106
-4.96,0.78,2.6,-27.125,76.5625,-114.4375,-0.4559,0.7162,-0.3094,0.4285
-5.25,0.96,2.75,-39.1875,86.25,-134.5,-0.4443,0.7186,-0.3057,0.4391
-5.3,1.08,3.07,-53.0,100.5625,-155.5625,-0.4305,0.7213,-0.3017,0.451
-5.53,1.23,3.0,-67.625,116.0625,-178.3125,-0.4305,0.7213,-0.3017,0.451
-5.49,1.7,2.87,-83.375,135.0,-203.75,-0.4141,0.7242,-0.2973,0.4644
-4.66,2.85,2.89,-98.1875,156.4375,-228.8125,-0.3736,0.7295,-0.2874,0.4957
-4.44,3.22,3.1,-110.9375,176.625,-251.9375,-0.3497,0.7314,-0.2817,0.5132
-3.86,3.84,3.29,-121.8125,196.25,-273.25,-0.3237,0.7325,-0.2757,0.5316
-2.16,5.69,3.47,-131.4375,214.875,-289.9375,-0.3237,0.7325,-0.2757,0.5316
-1.37,6.08,3.47,-137.9375,229.375,-302.875,-0.2961,0.7326,-0.2692,0.5506
-0.5,6.09,3.36,-140.875,239.6875,-313.0,-0.2375,0.7296,-0.2547,0.5886
0.46,6.31,3.11,-141.0625,245.875,-319.1875,-0.2076,0.7264,-0.2466,0.607
3.94,7.21,2.91,-137.875,248.75,-321.0,-0.178,0.7219,-0.2384,0.6248
5.56,7.05,3.18,-132.4375,252.125,-313.75,-0.178,0.7219,-0.2384,0.6248
7.25,6.54,3.23,-123.375,249.625,-296.3125,-0.1497,0.7161,-0.2305,0.6416
9.64,6.87,3.04,-112.375,240.3125,-274.6875,-0.0991,0.7025,-0.2161,0.6708
9.93,6.48,2.61,-103.625,224.0,-246.6875,-0.0778,0.6955,-0.2108,0.6825
10.97,5.87,2.1,-96.5625,200.8125,-209.625,-0.0598,0.6888,-0.2066,0.6923
13.36,6.4,2.43,-84.8125,175.4375,-171.6875,-0.0598,0.6888,-0.2066,0.6923
13.54,6.31,2.54,-61.1875,108.5625,-73.4375,-0.05,0.684,-0.2065,0.6978
13.34,6.3,2.57,-61.1875,108.5625,-73.4375,-0.0351,0.6756,-0.2082,0.7064
13.07,6.33,2.7,-48.625,67.875,-20.5,-0.0347,0.6737,-0.2125,0.707
11.27,6.19,2.55,-36.375,23.25,35.4375,-0.0392,0.6736,-0.219,0.7048
10.28,6.17,2.42,-23.9375,-25.5625,91.0,-0.0392,0.6736,-0.219,0.7048
9.25,6.23,2.3,2.5,-119.5625,188.0625,-0.0528,0.6771,-0.2291,0.6973
6.74,6.24,1.79,2.5,-119.5625,188.0625,-0.0837,0.6849,-0.2505,0.6791
5.62,6.59,1.73,15.3125,-160.625,229.3125,-0.108,0.6907,-0.2634,0.6647
4.65,7.06,1.92,43.375,-222.625,296.5,-0.132,0.6959,-0.2761,0.6497
2.49,7.08,2.18,43.375,-222.625,296.5,-0.132,0.6959,-0.2761,0.6497
1.26,7.16,2.43,76.125,-266.375,340.0,-0.1613,0.7012,-0.2888,0.6316
0.0,7.2,2.49,76.125,-266.375,340.0,-0.2214,0.7075,-0.3126,0.5939
-0.76,7.15,2.74,105.375,-254.4375,359.125,-0.2523,0.7083,-0.3238,0.5744
-2.31,6.49,2.87,105.375,-254.4375,359.125,-0.2845,0.7067,-0.3345,0.5548
-2.97,6.6,2.9,127.3125,-244.9375,372.9375,-0.2845,0.7067,-0.3345,0.5548
-3.23,6.76,2.87,139.0,-251.6875,375.4375,-0.3173,0.7039,-0.3441,0.5343
-4.76,6.27,3.39,139.0,-251.6875,375.4375,-0.3821,0.6954,-0.3605,0.4902
-5.65,5.84,3.41,150.0625,-265.1875,373.375,-0.4152,0.6909,-0.3641,0.4666
-6.46,5.53,3.24,171.0625,-293.125,347.3125,-0.4471,0.6855,-0.3658,0.4431
-7.12,5.31,3.17,177.75,-292.125,330.5625,-0.4471,0.6855,-0.3658,0.4431
-8.14,4.37,3.81,181.0,-285.3125,312.6875,-0.4778,0.6791,-0.3661,0.42
-8.38,3.73,4.26,181.0625,-276.5,291.8125,-0.5335,0.6649,-0.3627,0.3765
-8.92,2.85,4.91,174.9375,-264.125,267.3125,-0.5574,0.6579,-0.3595,0.3568
-11.29,0.19,6.5,162.375,-247.0,235.625,-0.5776,0.6517,-0.3555,0.3394
-12.57,-1.12,7.01,141.375,-221.5625,195.4375,-0.5776,0.6517,-0.3555,0.3394
-12.94,-2.44,7.29,112.3125,-189.875,150.6875,-0.5937,0.647,-0.3513,0.3249
-12.91,-3.43,7.52,73.5,-144.8125,102.5,-0.6104,0.6434,-0.3452,0.3072
-12.38,-3.01,7.2,28.5,-89.375,54.125,-0.61,0.6449,-0.3447,0.3052
-11.98,-2.23,6.92,-19.4375,-21.875,3.0625,-0.6038,0.6485,-0.3461,0.3083
-11.48,-1.76,6.75,-65.25,46.3125,-48.875,-0.6038,0.6485,-0.3461,0.3083
-10.99,-1.04,6.15,-104.3125,101.0,-91.5625,-0.5927,0.6538,-0.3489,0.3155
-10.75,-0.63,5.57,-136.4375,143.875,-128.5625,-0.5585,0.6681,-0.3565,0.3386
-10.21,-0.18,4.99,-161.5625,176.3125,-161.25,-0.5369,0.6764,-0.3601,0.353
-8.44,0.6,3.82,-179.375,195.9375,-188.875,-0.5128,0.6852,-0.3628,0.3687
-8.18,0.91,3.45,-192.875,208.5,-216.125,-0.5128,0.6852,-0.3628,0.3687
-8.02,1.44,3.17,-204.5,220.9375,-242.4375,-0.4864,0.6942,-0.3645,0.3855
-7.29,3.14,2.69,-214.8125,238.0625,-267.5625,-0.4257,0.7114,-0.3654,0.4232
-6.94,3.99,2.76,-224.9375,260.875,-294.0625,-0.3913,0.7189,-0.3644,0.4443
-6.32,4.72,2.81,-231.6875,284.5,-319.5,-0.3546,0.725,-0.3621,0.4664
